company_name,idea_date,author,link,excerpt,code,price,market_cap
ARDELYX INC,"MONDAY, NOV 30, 2020",kalman951,https://valueinvestorsclub.com/idea/ARDELYX_INC/8596368086,"Ardelyx, Inc. is a pharmaceutical company based in Fremont, CA, that specializes in gastrointestinal and cardiorenal diseases. Tenapanor, the company's first-in-class late-stage product candidate, has the potential to become the ... Read more",ARDELYX INC ARDX,6.31,$575mn
COLONY CAPITAL INC,"SUNDAY, NOV 29, 2020",ATM,https://valueinvestorsclub.com/idea/COLONY_CAPITAL_INC/2019354272,Colony Capital (CLNY) – VIC Writeup11.29.20   Summary Colony Capital (Ticker: CLNY; the “Company”) is a publicly traded REIT.  The Company is an alternative investment manager that historically focused on traditional real estate ... Read more,COLONY CAPITAL INC CLNY,4.36,"$2,335mn"
COSTAR GROUP INC,"SUNDAY, NOV 29, 2020",heffer504,https://valueinvestorsclub.com/idea/COSTAR_GROUP_INC/5153444073,"Short thesis: Significant pricing actions taken, with widespread customer resentment, which are mostly behind them Slight competitive incursions, including Moody’s and new entrants Disconnect between nearing end of growth through pricing and record ... Read more",COSTAR GROUP INC CSGP,884.00,"$33,000mn"
PROGYNY INC,"FRIDAY, NOV 27, 2020",u0422811,https://valueinvestorsclub.com/idea/PROGYNY_INC/0260946740,"With tryptophan running through our veins and the COVID hangover about to end (hopefully) we think its time to get down to business. Queue Flight of the Conchords song, “Business ... Read more",PROGYNY INC PGNY,34.71,"$3,006mn"
NEWPARK RESOURCES (NR),"FRIDAY, NOV 27, 2020",AlfredJones!,https://valueinvestorsclub.com/idea/NEWPARK_RESOURCES_NR/1629881323,Newpark Resources is an oilfield services provider trading at 5x EV / EBITDA with 4x turns of leverage. The equity of the business is down 90%+ since 2018. The Company is ... Read more,NEWPARK RESOURCES (NR) NR,1.71,$155mn
ENAV,"THURSDAY, NOV 26, 2020",Teton0321,https://valueinvestorsclub.com/idea/ENAV/2926203109,Summary of ENAV Thesis ENAV is the only publicly traded air traffic control service provider in the world and we believe ENAV is an interesting way to gain exposure to a ... Read more,ENAV ENAV IM,3.87,"$2,096mn"
SIMULATIONS PLUS INC,"TUESDAY, NOV 24, 2020",bluewater12,https://valueinvestorsclub.com/idea/SIMULATIONS_PLUS_INC/9707638887,"Stocks generally go up for three reasons: numbers are going up, the stock is going up (chart momentum), and/or the stock is cheap. Stocks go down for the inverse: numbers ... Read more",SIMULATIONS PLUS INC SLP,52.50,"$1,092mn"
LUNA INNOVATIONS INC,"TUESDAY, NOV 24, 2020",cobia72,https://valueinvestorsclub.com/idea/LUNA_INNOVATIONS_INC/6393539658,Luna Innovations (LUNA) is a unique business with abundant revenue growth and operating leverage.  It currently trades at a value multiple and should rerate as its results show its inherent ... Read more,LUNA INNOVATIONS INC LUNA,8.20,$265mn
BJS WHSL CLUB HLDGS INC,"TUESDAY, NOV 24, 2020",regency435,https://valueinvestorsclub.com/idea/BJS_WHSL_CLUB_HLDGS_INC/4089477759,"We recommend purchasing shares of BJ’s Wholesale Club (BJ). Put simply, the last 4 years have been about improving the core of the business, and Covid has now launched the ... Read more",BJS WHSL CLUB HLDGS INC BJ,42.50,"$5,908mn"
CHALICE GOLD MINES LTD,"MONDAY, NOV 23, 2020",Smarkeu,https://valueinvestorsclub.com/idea/CHALICE_GOLD_MINES_LTD/7715694516,"Upfront caveat: this is an exploration idea and a lot of the conviction here comes from calls/conversations with geologists and early investors involved. Sometimes with situations like these, simply focusing attention on ... Read more",CHALICE GOLD MINES LTD CHN AU,3.64,$700mn
FRMO Corp,"MONDAY, NOV 23, 2020",mojoris,https://valueinvestorsclub.com/idea/FRMO_Corp/3420064364,High level thesis: “Look over here!” Orphaned closely held security run by a transparent management team that owns various assets that have the potential to return multiples. By the time many ... Read more,FRMO Corp FRMO,7.20,$300mn
Tyman Plc,"MONDAY, NOV 23, 2020",funkycold87,https://valueinvestorsclub.com/idea/Tyman_Plc/2565965817,"Long: Tyman, PLC (Ticker: TYMN.GB)   Tyman, PLC (“Tyman”) supplies door and window components including locks, handles, weather strip, hardware, other components, and related assemblies. The company is built by acquisition; the ... Read more",Tyman Plc TYMN,3.02,$591mn
CentralNic,"MONDAY, NOV 23, 2020",MrTwister,https://valueinvestorsclub.com/idea/CentralNic/3422404344,"There’s a year old post on CentralNic, so I will try not to go over the same things, but i'll describe business in a little more detail.   CentralNic is a technology ... Read more",CentralNic CNIC,83.00,$275mn
OCWEN FINANCIAL CORP,"MONDAY, NOV 23, 2020",hbomb5,https://valueinvestorsclub.com/idea/OCWEN_FINANCIAL_CORP/6192668279,"OCN: Ocwen Financial Corporation- Long Thesis   We are proposing a long position in Ocwen Financial, a forgotten and overlooked non-bank mortgage servicer and originator with a long history of regulatory and ... Read more",OCWEN FINANCIAL CORP OCN,22.92,$199mn
The Restaurant Group plc,"SUNDAY, NOV 22, 2020",Manchu,https://valueinvestorsclub.com/idea/The_Restaurant_Group_plc/6204174351,"Overview The Restaurant Group plc (RTN) is a UK hospitality sector operator with a diverse portfolio of businesses, spanning Pubs (Brunning & Price, 77 pubs), Leisure (casual restaurants including 108 site ... Read more",The Restaurant Group plc RTN,0.64,$378mn
VISTRA CORP,"SATURDAY, NOV 21, 2020",alcideholder,https://valueinvestorsclub.com/idea/VISTRA_CORP/9350751312,"Vistra Corp (NYSE:VST) Long Thesis:   Thesis: ·         VST is cheap, trading at less than 5 times free cash flow despite long-term revenue stability. ·         Deleveraging goal will be met by year end at ... Read more",VISTRA CORP VST.WA,18.50,"$8,873mn"
SPLUNK INC,"SATURDAY, NOV 21, 2020",yellowhouse,https://valueinvestorsclub.com/idea/SPLUNK_INC/0917289783,The Winner in Observability The time is rapidly approaching where every company’s success or failure will depend on their effective use of software. As companies race to deploy technology that helps ... Read more,SPLUNK INC SPLK,181.00,"$36,000mn"
CROSSROADS SYSTEMS INC,"FRIDAY, NOV 20, 2020",rapper,https://valueinvestorsclub.com/idea/CROSSROADS_SYSTEMS_INC/9279511452,Summary   CRSS is an attractive under-the-radar financial services company previously written up on VIC that has survived the COVID-19 pandemic and is on the cusp of a major acquisition of a ... Read more,CROSSROADS SYSTEMS INC CRSS,9.00,$54mn
NMI HOLDINGS INC,"FRIDAY, NOV 20, 2020",Orion,https://valueinvestorsclub.com/idea/NMI_HOLDINGS_INC/2396323898,"Summary Thesis: I believe the mortgage insurance industry, and NMIH in particular is an attractive opportunity today.  Deep scars from the last housing driven recession and resulting PMI industry carnage are ... Read more",NMI HOLDINGS INC NMIH,22.73,"$1,930mn"
BERRY GLOBAL GROUP INC,"FRIDAY, NOV 20, 2020",quads1025,https://valueinvestorsclub.com/idea/BERRY_GLOBAL_GROUP_INC/9055022695,"EXECUTIVE SUMMARY   Berry Global Group, Inc. (""BERY"") is a leading global supplier of a broad range of rigid, flexible and non-woven products used within consumer and industrial end markets.  The stock ... Read more",BERRY GLOBAL GROUP INC BERY,55.15,"$7,300mn"
SANDRIDGE MISSISSIPPIAN TR I,"THURSDAY, NOV 19, 2020",TheEnterprisingInvestor,https://valueinvestorsclub.com/idea/SANDRIDGE_MISSISSIPPIAN_TR_I/1498464103,"This is not a long or complicated idea, but it is illiquid and a PA idea unless you can find a block.  Its boring and should be like watching paint ... Read more",SANDRIDGE MISSISSIPPIAN TR I SDTTU,0.12,$3mn
SOUTHERN CALIFORNIA EDISON,"WEDNESDAY, NOV 18, 2020",sidhardt1105,https://valueinvestorsclub.com/idea/SOUTHERN_CALIFORNIA_EDISON/9914198820,"For those readers who are tired of reading about Edison International, we have some great news for you: this write up is not about Edison International (“EIX”) but about Southern California ... Read more",SOUTHERN CALIFORNIA EDISON EIX1,22.85,"$1,945mn"
Finnair,"WEDNESDAY, NOV 18, 2020",Hastan,https://valueinvestorsclub.com/idea/Finnair/0038307317,"A simple idea  1.       Enterprise value is significantly above the start of the year, meaning that even if the business fully returns to pre-covid levels, it will trade ... Read more",Finnair FIA1S,0.60,$900mn
Varta AG,"WEDNESDAY, NOV 18, 2020",NPComplete,https://valueinvestorsclub.com/idea/Varta_AG/1186014045,SUMMARY: Varta is a classic over-earner – benefiting from an unsustainable first-mover advantage in the market for coin-shaped Li-ion batteries used in TWS headphones such as the Apple Airpods. As this ... Read more,Varta AG VAR1 GR,110.00,"$4,497mn"
Telit Communications,"WEDNESDAY, NOV 18, 2020",Stelio,https://valueinvestorsclub.com/idea/Telit_Communications/1167703129,"I expect Telit to be the target of a (potential) take-over battle starting over the next two weeks. Over the past few years, Telit has been gathering interest from various ... Read more",Telit Communications TCM LN,160.00,$283mn
Sanwa Holdings,"WEDNESDAY, NOV 18, 2020",jim211,https://valueinvestorsclub.com/idea/Sanwa_Holdings/3164976696,"Let me introduce you to possibly the best managed Japanese company you’ve never heard of.  Its not sexy, just solid.  Not 2x EBIT like you sometimes find in Japan for ... Read more",Sanwa Holdings 5929,"1,237.00","$2,600mn"
BRAGG GAMING GROUP,"WEDNESDAY, NOV 18, 2020",puppyeh,https://valueinvestorsclub.com/idea/BRAGG_GAMING_GROUP/7818863598,"Summary: Bragg Gaming (TSEV: BRAG) is a B2B provider of software and services to online casinos, mostly in Europe. Despite growing rapidly and exhibiting strong operating leverage as it scales, it ... Read more",BRAGG GAMING GROUP BRAG.,0.74,$115mn
VANGUARD DIVIDEND APPR ETF,"TUESDAY, NOV 17, 2020",85bears,https://valueinvestorsclub.com/idea/VANGUARD_DIVIDEND_APPR_ETF/3738350227,"Note:  I have submitted many idiosyncratic equity ideas over the last decade+ via VIC, but thought today I would propose a macro/thematic idea.  I think it identifies a key problem ... Read more",VANGUARD DIVIDEND APPR ETF VIG,138.00,"$51,500mn"
NANO X IMAGING LTD,"TUESDAY, NOV 17, 2020",ima,https://valueinvestorsclub.com/idea/NANO_X_IMAGING_LTD/5584352469,NNOX is a fraud. My research suggests it is worth approximately $50M versus the current $1.75bn market cap. It is a well-researched fraud. The links to the Citron and Muddy ... Read more,NANO X IMAGING LTD NNOX,37.81,"$1,740mn"
VROOM INC (VRM),"TUESDAY, NOV 17, 2020",lars,https://valueinvestorsclub.com/idea/VROOM_INC_VRM/6028231172,I like Carvana a lot.  I think the consumer value proposition and experience is fantastic.  I think the management team is incredible.  I think the stock price allows for years ... Read more,VROOM INC (VRM) VRM,35.25,"$4,737mn"
SAF-HOLLAND,"TUESDAY, NOV 17, 2020",funkycold87,https://valueinvestorsclub.com/idea/SAF-HOLLAND/2925479590,"SAF-Holland SE (ETR: SFQ) Elevator Pitch SAF-Holland is a German manufacturer of heavy-duty truck and trailer systems and components. Years of underperformance in its Americas and APAC division, numerous guidance reductions, and ... Read more",SAF-HOLLAND SFQ,8.44,$363mn
UBER TECHNOLOGIES INC,"MONDAY, NOV 16, 2020",wjt,https://valueinvestorsclub.com/idea/UBER_TECHNOLOGIES_INC/5696751898,"Overview: In April, Murman, in an excellent and timely post touched up on the qualitative and quantitative reasons on why Uber is positioned to succeed in the long run. I agree ... Read more",UBER TECHNOLOGIES INC UBER,47.61,"$83,557mn"
FORTRESS TRANS INFRASTR INVS,"MONDAY, NOV 16, 2020",Smarkeu,https://valueinvestorsclub.com/idea/FORTRESS_TRANS_INFRASTR_INVS/0160956076,FTAI : Price target $50 (+186%)  – one of the most asymmetric return profiles we have ever seen   Executive Summary Fortress Transportation and Infrastructure (FTAI US) offers one of the most asymmetric ... Read more,FORTRESS TRANS INFRASTR INVS FTAI,17.28,"$1,470mn"
COCA COLA CONSOLIDATED INC,"SUNDAY, NOV 15, 2020",carbone959,https://valueinvestorsclub.com/idea/COCA_COLA_CONSOLIDATED_INC/1783387319,"According to Wikipedia, humans appeared around 300,000 years ago in Africa and began to exhibit evidence of behavioral modernity at least by about 100,000–70,000 years ago. For the vast, vast, ... Read more",COCA COLA CONSOLIDATED INC COKE,258.47,"$2,427mn"
SIMPLY GOOD FOODS COMPANY,"SUNDAY, NOV 15, 2020",Wst2398,https://valueinvestorsclub.com/idea/SIMPLY_GOOD_FOODS_COMPANY/0791418366,"I think Simply Good Foods Company (SMPL) is an attractive long investment at its current valuation.  SMPL is a good business (underlying growth, asset light, FCF generative) that has been ... Read more",SIMPLY GOOD FOODS COMPANY SMPL,23.89,"$2,379mn"
KARYOPHARM THERAPEUTICS INC,"SUNDAY, NOV 15, 2020",Chevalierd'Aven,https://valueinvestorsclub.com/idea/KARYOPHARM_THERAPEUTICS_INC/8405100425,Summary We think Karyopharm is a potential x3 or x5 within three years. Anticipated label expansion of its key drug Xpovio in March 2021 will expand Total Addressable Market by a ... Read more,KARYOPHARM THERAPEUTICS INC KPTI,15.36,"$1,130mn"
AMC ENTERTAINMENT HOLDINGS (1ST LIEN BONDS),"FRIDAY, NOV 13, 2020",RSJ,https://valueinvestorsclub.com/idea/AMC_ENTERTAINMENT_HOLDINGS_1ST_LIEN_BONDS/6381302233,"Company: AMC ENTERTAINMENT HOLDINGS, INC. (AMC) Security: $200MM 10.5% Senior Secured Notes ‘26 (1st lien) Price: 66.5 Cents / +21% YTM Recommendation: Long Executive Summary/Summary Thesis It has been well telegraphed that cinema attendance is down ... Read more",AMC ENTERTAINMENT HOLDINGS (1ST LIEN BONDS) AMC,2.84,$390mn
RESTAURANT BRANDS INTL INC,"FRIDAY, NOV 13, 2020",yarak775,https://valueinvestorsclub.com/idea/RESTAURANT_BRANDS_INTL_INC/9450944393,We believe that shares of Restaurant Brands International (RBI) represent a compelling value in the current market. RBI is a franchisor of three large quick service restaurant chains - Burger ... Read more,RESTAURANT BRANDS INTL INC QSR,56.00,"$26,264mn"
OAKTREE ACQ CORP,"THURSDAY, NOV 12, 2020",Lerma525,https://valueinvestorsclub.com/idea/OAKTREE_ACQ_CORP/5246175621,The best time to invest in a SPAC is when a business combination has been announced and is in the process of being approved by investors. The volatility that comes ... Read more,OAKTREE ACQ CORP OAC,10.14,$255mn
INTEGER HOLDINGS CORP,"THURSDAY, NOV 12, 2020",rii136,https://valueinvestorsclub.com/idea/INTEGER_HOLDINGS_CORP/5239918991,Integer (ITGR) is an acyclical “compounder” with unchanged post-Covid growth prospects that is down 30% since its February highs vs. the IWM which is up marginally.  The company makes highly ... Read more,INTEGER HOLDINGS CORP ITGR,68.51,"$2,294mn"
CASTLIGHT HEALTH INC,"THURSDAY, NOV 12, 2020",yellowhouse,https://valueinvestorsclub.com/idea/CASTLIGHT_HEALTH_INC/6642320832,The initial public offering of Castlight Health (CSLT) in the spring of 2014 generated some amazing headlines: “Castlight Health IPO Illuminates Bubble Discussion” – TheStreet “The Insanity of Castlight Health’s IPO” – ... Read more,CASTLIGHT HEALTH INC CSLT,1.13,$173mn
PEABODY ENERGY CORP,"THURSDAY, NOV 12, 2020",Motherlode,https://valueinvestorsclub.com/idea/PEABODY_ENERGY_CORP/4417397412,"Peabody Coal (“BTU”) is one of the more interesting speculative stocks I have seen in a while.  It offers 200-1,500% upside with a 70-90%+ probability.  Offset by 50-90% downside at ... Read more",PEABODY ENERGY CORP BTU,0.85,$83mn
SOFTWARE AG,"WEDNESDAY, NOV 11, 2020",IdeaLogue,https://valueinvestorsclub.com/idea/SOFTWARE_AG/7798980012,"For background on the business/situation, Hastan has a great write up from February. Investors have another chance to buy the stock cheaply thanks to several new, temporary issues that came ... Read more",SOFTWARE AG STWRY,33.50,"$2,478mn"
"Triterras, Inc.","WEDNESDAY, NOV 11, 2020",lpartners,https://valueinvestorsclub.com/idea/Triterras_Inc./1543794071,"OVERVIEW   Netfin Acquisition Corp (“Netfin”), a SPAC, merged with Triterras Fintech Pte Ltd (the “Company” or “Triterras”) on November 10. Triterras’ Kratos platform connects and enables commodity traders to buy and sell ... Read more","Triterras, Inc. trit",12.00,$985mn
Modern Dental Group Ltd.,"WEDNESDAY, NOV 11, 2020",sediment,https://valueinvestorsclub.com/idea/Modern_Dental__Group_Ltd./4937910872,"Modern Dental Group Limited (HK stock code: 3600) manufactures custom teeth replacements— dentures, and fixtures, and sells them to dentists and dental labs. Previously this was through distributors, but after Modern ... Read more",Modern Dental Group Ltd. 3600,1.38,"$1,298mn"
GRACE (W R) & CO,"WEDNESDAY, NOV 11, 2020",madmax989,https://valueinvestorsclub.com/idea/GRACE_W_R_andamp%3B_CO/0263054659,"WR Grace (GRA or the Company) has been written up on VIC several times over the years, so I will not rehash the business in detail. The purpose of this ... Read more",GRACE (W R) & CO GRA,54.00,"$3,615mn"
SILVERCREST ASSET MGT,"TUESDAY, NOV 10, 2020",JohnnyFinance,https://valueinvestorsclub.com/idea/SILVERCREST_ASSET_MGT/8869020042,"The writer of this note, related persons, and / or entities (""Writer"") currently holds a long position in this security. The Writer makes no representation that it will continue to ... Read more",SILVERCREST ASSET MGT SAMG,12.71,$183mn
BASIC-FIT NV,"TUESDAY, NOV 10, 2020",althea,https://valueinvestorsclub.com/idea/BASIC-FIT_NV/4769962046,"LONG: BASIC-FIT N.V. (NA: BFIT) We recommend a long position in €1.8bn market cap / €2.3bn EV low-cost gym chain Basic-Fit (BFIT), the category leader in Western Europe. To simplify the ... Read more",BASIC-FIT NV BFIT NA,28.90,"$1,734mn"
PDL BIOPHARMA INC,"TUESDAY, NOV 10, 2020",Dogsarelife,https://valueinvestorsclub.com/idea/PDL_BIOPHARMA_INC/5983708366,"Summary I believe PDL Biopharma (PDLI or the “Company”) (PDLI - $2.22/share) is an attractive risk-adjusted long-investment at current levels, with a mid-teens to mid 20s% IRR over the next few ... Read more",PDL BIOPHARMA INC PDLI,2.22,$264mn
Merlin Properties SOCIMI,"TUESDAY, NOV 10, 2020",Lerma525,https://valueinvestorsclub.com/idea/Merlin_Properties_SOCIMI_/8768494146,"Thesis: We believe Merlin (MRL) is the best REIT in Spain, one of country’s most affected by Covid and, therefore, one of the ones with the greatest recovery potential as ... Read more",Merlin Properties SOCIMI MRL SM,7.09,"$3,328mn"
PENUMBRA INC,"TUESDAY, NOV 10, 2020",rodin1975,https://valueinvestorsclub.com/idea/PENUMBRA_INC/4471317518,"Penumbra and its “Killer Catheter” A tale of corporate greed and seemingly blatant disregard for patients’ lives Report by Quintessential Capital Management   Tuesday, November 10, 2020   QCM is SHORT Penumbra, Inc.  (PEN) DISCLAIMER This report ... Read more",PENUMBRA INC PEN,251.00,"$9,122mn"
DISH NETWORK CORP,"TUESDAY, NOV 10, 2020",mojoris,https://valueinvestorsclub.com/idea/DISH_NETWORK_CORP/6307207140,"Situation Overview: For the better part of the last few years I have either been short DISH, short Charlie Ergen’s dream or regretting making any covers. I also had a few ... Read more",DISH NETWORK CORP DISH,28.00,$15mn
NETEASE INC,"TUESDAY, NOV 10, 2020",kerrcap,https://valueinvestorsclub.com/idea/NETEASE_INC/2270909251,NetEase (NTES) is a Chinese gaming powerhouse undergoing a wave of strategic actions and financial initiatives that prepare it for further success in 2021. A deep base of iconic franchises ... Read more,NETEASE INC NTES,87.84,"$60,697mn"
SITEONE LANDSCAPE SUPPLY INC,"MONDAY, NOV 9, 2020",Jumbos02,https://valueinvestorsclub.com/idea/SITEONE_LANDSCAPE_SUPPLY_INC/7323134269,"Executive Summary:  SiteOne (SITE) is the largest national wholesale distributor of landscape supplies in the US & Canada, with 12% share of the $20bn+ sized industry. At >4x the size ... Read more",SITEONE LANDSCAPE SUPPLY INC SITE,130.00,"$5,900mn"
ASSURANT INC,"MONDAY, NOV 9, 2020",unlatchmergers,https://valueinvestorsclub.com/idea/ASSURANT_INC/9524593611,"Assurant, Inc. (""Assurant"", “AIZ” or ""the Company"") is a New York-based holding company which owns and operates a group of warranty and specialty insurance companies.  Assurant primarily sells consumer warranties, ... Read more",ASSURANT INC AIZ,127.09,"$7,468mn"
"Amyris, Inc","SATURDAY, NOV 7, 2020",Earnings Szn,https://valueinvestorsclub.com/idea/Amyris_Inc/7104318403,AMRS – Long Thesis     Summary   AMRS is one of the only public synthetic biology companies investable today. It has an enterprise value of $765M on a fully-diluted basis with a (decreasingly) levered capital ... Read more,"Amyris, Inc AMRS",1.89,$635mn
VTech Holdings,"SATURDAY, NOV 7, 2020",macklowe,https://valueinvestorsclub.com/idea/VTech_Holdings/5462055503,Introduction & Hindsight Analysis of Previous VIC Write-up VTech has been written up before on VIC as a short (at HK107/share) in November 2014 by Siren81. The short thesis was based ... Read more,VTech Holdings HK: 0303,54.60,"$1,774mn"
BROADMARK REALTY CAPITAL INC,"FRIDAY, NOV 6, 2020",elehunter,https://valueinvestorsclub.com/idea/BROADMARK_REALTY_CAPITAL_INC/4942532170,"Highlights Broadmark Realty Capital (BRMK) is a conservatively financed REIT with a 7.3% yield, great exposure to the housing market, and a history of significant loan growth. Earnings on 11/9/20 should show ... Read more",BROADMARK REALTY CAPITAL INC BRMK,9.95,"$1,315mn"
AUGEAN,"FRIDAY, NOV 6, 2020",MickyS,https://valueinvestorsclub.com/idea/AUGEAN/4176010309,"Augean is a market leader in a structurally growing niche in the UKs hazardous waste market. It promises 45% earnings growth to 2023, and trades on a prospective FCF yield ... Read more",AUGEAN AUG,1.70,$180mn
GRAY TELEVISION INC,"THURSDAY, NOV 5, 2020",Mostly_Ugly,https://valueinvestorsclub.com/idea/GRAY_TELEVISION_INC/8104789475,"I like Gray over the medium/long term, and there are useful write-ups already on VIC.  This is a shorter term argument, and for us a reason to upsize the prediction ... Read more",GRAY TELEVISION INC GTN,14.00,"$1,300mn"
CLOUDERA INC,"WEDNESDAY, NOV 4, 2020",Thor25,https://valueinvestorsclub.com/idea/CLOUDERA_INC/1016022241,"Cloudera, an enterprise open-source software company focused on data storage, analytics, management and security, is trading at ~3.5x its most recently reported July 2020 quarter annualized recurring revenues (ARR). This makes ... Read more",CLOUDERA INC CLDR,10.22,"$3,219mn"
CARTER'S INC,"WEDNESDAY, NOV 4, 2020",SpocksBrainX,https://valueinvestorsclub.com/idea/CARTERS_INC/5372549155,Thesis -  Good business trading at a cheap price Business - Carter's is wholesaler and store operator for clothing for young children and babies.  The brand names and well-known and powerful in ... Read more,CARTER'S INC CRI,80.68,"$3,498mn"
CarID warrants,"WEDNESDAY, NOV 4, 2020",Stelio,https://valueinvestorsclub.com/idea/CarID_warrants/6413273463,"Low risk opportunity to make ~50% in 2 weeks. At completion of the business combination (expected 20 Nov) LGC warrants will be exchanged for a combination of cash and warrants, ... Read more",CarID warrants LGC.WS,10.44,$300mn
CONCRETE PUMPING HOLDINGS,"TUESDAY, NOV 3, 2020",chuplin1065,https://valueinvestorsclub.com/idea/CONCRETE_PUMPING_HOLDINGS/9294058110,We think Concrete Pumping Holdings “Pumping” is an exceptional business run by an exceptional management team. There is one large issue with the investment which is the leverage. It shouldn’t ... Read more,CONCRETE PUMPING HOLDINGS BBCP,3.50,$196mn
INSIGHT ENTERPRISES INC,"TUESDAY, NOV 3, 2020",LDMR,https://valueinvestorsclub.com/idea/INSIGHT_ENTERPRISES_INC/0096749541,"Three facts about Insight Enterprises: 1)      It is a Fortune 500 company with 11,000 employees worldwide. 2)      If bought on the 1995 IPO and held since, the stock ... Read more",INSIGHT ENTERPRISES INC NSIT,61.00,"$2,135mn"
Elis SA,"TUESDAY, NOV 3, 2020",ElCid,https://valueinvestorsclub.com/idea/Elis_SA/0671595975,"We believe Elis SA (ELIS FP) provides the opportunity to buy the European version of Cintas (CTAS), with many of its same competitive advantages and consistent growth history (albeit with ... Read more",Elis SA ELIS FP,10.10,"$2,617mn"
P/F Bakkafrost,"MONDAY, NOV 2, 2020",Massif,https://valueinvestorsclub.com/idea/PF_Bakkafrost/7820398284,"Note: This report was prepared in May of 2020. Due to upload restrictions, it was not permitted to be posted until late October 2020. For a fully formated report with ... Read more",P/F Bakkafrost BAKKA.OL,534.00,"$4,936,242mn"
DOREL INDUSTRIES INC,"SUNDAY, NOV 1, 2020",militiaman,https://valueinvestorsclub.com/idea/DOREL_INDUSTRIES_INC/6228287323,Dorel has benefitted from exceptionally strong demand for bicycles and furniture as a result of COVID-19 while continuing to trade at deep-value metrics including 3.7x EV/EBITDA and a 25% levered ... Read more,DOREL INDUSTRIES INC DII.B,14.39,$351mn
CONIC METALS CORP,"SUNDAY, NOV 1, 2020",ahnuld,https://valueinvestorsclub.com/idea/CONIC_METALS_CORP/6906099909,Summary: Conic is a simple story and a clearly orphaned security. Given the market cap of 21mm CAD and the low trading levels it is better suited for personal accounts but ... Read more,CONIC METALS CORP NKL.,0.25,$21mn
GRUMA SAB DE CV,"SUNDAY, NOV 1, 2020",flubber926,https://valueinvestorsclub.com/idea/GRUMA_SAB_DE_CV/4712037864,"Gruma Company Overview Gruma is the largest tortilla and corn flower producer in the world with a dominant position in all the regions it operates in. Gruma’s two main operations are Gruma Corp, ... Read more",GRUMA SAB DE CV GMKKY,225.00,"$4,329mn"
Grupo Mexico,"SUNDAY, NOV 1, 2020",flubber926,https://valueinvestorsclub.com/idea/Grupo_Mexico/3787141404,"Grupo Mexico     Company Overview  GMEXICO is one of the top 5 largest companies in Mexico with a current market cap of $21,619 Million USD. is listed on the Mexbol had 2019 sales of $10,680 Million USD.  Holding company Grupo Mexico is ... Read more",Grupo Mexico GMEXICOB,60.25,"$21,801mn"
AVALARA INC,"SATURDAY, OCT 31, 2020",natey1015,https://valueinvestorsclub.com/idea/AVALARA_INC/8568964125,CERTAIN STATEMENTS CONTAINED HEREIN REFLECT THE OPINION OF THE AUTHOR AS OF THE DATE WRITTEN. NO INVESTMENT DECISIONS SHOULD BE BASED IN ANY MANNER ON THE INFORMATION AND OPINIONS SET ... Read more,AVALARA INC AVLR,149.05,"$12,445mn"
Ginebra San Miguel,"SATURDAY, OCT 31, 2020",zyos,https://valueinvestorsclub.com/idea/Ginebra_San_Miguel/1792725522,Ginebra is the second most popular brand behind Emperador (Brandy) but it dominates the gin market with 95% market share. In 2018 they sold 31m nine-litre cases (making it the best ... Read more,Ginebra San Miguel GSMI,45.70,$270mn
NORWEGIAN CRUISE LINE HLDGS (BONDS),"FRIDAY, OCT 30, 2020",RSJ,https://valueinvestorsclub.com/idea/NORWEGIAN_CRUISE_LINE_HLDGS_BONDS/8970534397,"Company: Norwegian Cruise Line Holdings, Ltd. Security: $565MM 3.625% Senior Notes ‘24 (unsecured bonds) Price: 69 Cents / ~13.5% YTM  Recommendation: Long Executive Summary/Summary Thesis At 69c / ~13.5% YTM, the 3.625% Senior Notes ‘24 (“the Bonds”) ... Read more",NORWEGIAN CRUISE LINE HLDGS (BONDS) NCLH,16.63,"$4,583mn"
ANIKA THERAPEUTICS INC,"FRIDAY, OCT 30, 2020",Paradox,https://valueinvestorsclub.com/idea/ANIKA_THERAPEUTICS_INC/8985511499,Recommendation:   Buy ANIK  ·         Anticipated double-digit top-line and bottom-line growth from its current business portfolio will likely triple the stock price over the next five years ·         Blockbuster drug CINGAL (already in ... Read more,ANIKA THERAPEUTICS INC ANIK,32.86,$467mn
CHANNELADVISOR CORP,"FRIDAY, OCT 30, 2020",specialk992,https://valueinvestorsclub.com/idea/CHANNELADVISOR_CORP/4329652451,I spend most of my time looking for longs that can sustainably generate a high FCF yield over a substantial period of time vs. the current valuation. This is tricky ... Read more,CHANNELADVISOR CORP ECOM,16.20,$487mn
BOSTON PROPERTIES INC,"FRIDAY, OCT 30, 2020",MadDog2020,https://valueinvestorsclub.com/idea/BOSTON_PROPERTIES_INC/6710630946,"Do you wish you could go back to March and buy stocks that were being indiscriminately sold?  Well, some of the office REITs (below) are trading at lower prices than ... Read more",BOSTON PROPERTIES INC BXP,71.76,"$11,157mn"
"AptarGroup, Inc.","THURSDAY, OCT 29, 2020",martin92,https://valueinvestorsclub.com/idea/AptarGroup_Inc./4557836516,"I’m long AptarGroup (ATR), which is a speciality packaging company with a particular focus on dispensing solutions. Aptar is a high quality, growing business that, in my view, is being ... Read more","AptarGroup, Inc. ATR",111.50,"$7,360mn"
