company_name,idea_date,author,link,excerpt,code,price,market_cap
NORTEL INVERSORA SA,"SUNDAY, OCT 20, 2013",Coyote05,https://valueinvestorsclub.com/idea/NORTEL_INVERSORA_SA/4884634240,"This idea is simple.  For non-fundamental and most likely temporary reasons, NTL is trading well below intrinsic value.  And there is a near-term potential catalyst.  It must be said, however, ... Read more",NORTEL INVERSORA SA NTL,21.70,$638mn
EBAY INC,"FRIDAY, OCT 18, 2013",rosco37,https://valueinvestorsclub.com/idea/EBAY_INC/7488910190,eBay is the world’s largest online marketplace with close to $200bln of commerce volume in the last twelve months.  It’s well covered by the street and while most investors are ... Read more,EBAY INC EBAY,52.20,"$67,575mn"
Ingenico SA,"FRIDAY, OCT 18, 2013",of21,https://valueinvestorsclub.com/idea/Ingenico_SA/0579064226,"Recommendation: Short Ingenico SA Quick Thesis: Trading at a ~5% Adjusted Unlevered FCF yield, Ingenico (“ING”) is significantly overvalued for two reasons. First, the market is treating recent market share gains ... Read more",Ingenico SA ING,53.76,"$3,154mn"
HILLTOP HOLDINGS INC,"FRIDAY, OCT 18, 2013",rosco37,https://valueinvestorsclub.com/idea/HILLTOP_HOLDINGS_INC/9488259352,"Hilltop has been written up several times before on VIC. For a full history of the company and its management, which is important to the investment thesis, please see the ... Read more",HILLTOP HOLDINGS INC HTH,17.27,"$1,450mn"
ASIA PACIFIC WIRE&CABLE CORP,"FRIDAY, OCT 18, 2013",aubrey,https://valueinvestorsclub.com/idea/ASIA_PACIFIC_WIREandCABLE_CORP/6786372347,In truth as a cigar butt investor I am finding it quite hard to come up with my two required ideas. APWC might be too far down the risk spectrum ... Read more,ASIA PACIFIC WIRE&CABLE CORP APWC,3.42,$47mn
AMBASE CORP,"FRIDAY, OCT 18, 2013",endur,https://valueinvestorsclub.com/idea/AMBASE_CORP/6863388316,"For VIC Members, to facilitate an easier discussion, we have attached our full write-up and excel spreadsheet in the comments below   Summary Please see cfavenger’s (http://www.valueinvestorsclub.com/value2/Idea/ViewIdea/64543) and joe661’s (http://www.valueinvestorsclub.com/value2/Idea/ViewIdea/88437) write-ups for a ... Read more",AMBASE CORP ABCP,1.08,$46mn
JAKKS PACIFIC INC,"FRIDAY, OCT 18, 2013",rab,https://valueinvestorsclub.com/idea/JAKKS_PACIFIC_INC/7801866369,"JAKK is a leading multi-line, multi-brand toy company that designs, produces, markets and distributes children’s toys; pet toys, consumables and related products; electronic and related products; kids’ indoor and outdoor ... Read more",JAKKS PACIFIC INC JAKK,4.87,$109mn
QUESTCOR PHARMACEUTICALS INC,"FRIDAY, OCT 18, 2013",icarus76,https://valueinvestorsclub.com/idea/QUESTCOR_PHARMACEUTICALS_INC/1533857333,Questcor and the Chronic Disease Fund: Is Free Drug Truly Free? (Please see Disclaimer below) In February of this year we posted an article on Value Investors Club detailing the aggressive accounting ... Read more,QUESTCOR PHARMACEUTICALS INC QCOR,65.80,"$3,880mn"
Phaunos Timber,"FRIDAY, OCT 18, 2013",aubrey,https://valueinvestorsclub.com/idea/Phaunos_Timber/1069175156,Phaunos is a timber investment fund with a strong balance sheet which has stopped investing and is trading at a substantial discount to NAV.   This idea is for those comfortable with ... Read more,Phaunos Timber PTF,0.49,$261mn
AMERICAN RESIDENTIAL PPTYS,"SUNDAY, OCT 20, 2013",rosie918,https://valueinvestorsclub.com/idea/AMERICAN_RESIDENTIAL_PPTYS/6445333378,"I am recommending a long position in American Residential Properties, Inc. (ticker ARPI).  ARPI is operating in the nascent, but yet unproven, single-family rental REIT business.    ARPI’s IPO was in May ... Read more",AMERICAN RESIDENTIAL PPTYS ARPI,17.40,$578mn
NORTEL INVERSORA SA,"SUNDAY, OCT 20, 2013",Coyote05,https://valueinvestorsclub.com/idea/NORTEL_INVERSORA_SA/4884634240,"This idea is simple.  For non-fundamental and most likely temporary reasons, NTL is trading well below intrinsic value.  And there is a near-term potential catalyst.  It must be said, however, ... Read more",NORTEL INVERSORA SA NTL,21.70,$638mn
EBAY INC,"FRIDAY, OCT 18, 2013",rosco37,https://valueinvestorsclub.com/idea/EBAY_INC/7488910190,eBay is the world’s largest online marketplace with close to $200bln of commerce volume in the last twelve months.  It’s well covered by the street and while most investors are ... Read more,EBAY INC EBAY,52.20,"$67,575mn"
Ingenico SA,"FRIDAY, OCT 18, 2013",of21,https://valueinvestorsclub.com/idea/Ingenico_SA/0579064226,"Recommendation: Short Ingenico SA Quick Thesis: Trading at a ~5% Adjusted Unlevered FCF yield, Ingenico (“ING”) is significantly overvalued for two reasons. First, the market is treating recent market share gains ... Read more",Ingenico SA ING,53.76,"$3,154mn"
HILLTOP HOLDINGS INC,"FRIDAY, OCT 18, 2013",rosco37,https://valueinvestorsclub.com/idea/HILLTOP_HOLDINGS_INC/9488259352,"Hilltop has been written up several times before on VIC. For a full history of the company and its management, which is important to the investment thesis, please see the ... Read more",HILLTOP HOLDINGS INC HTH,17.27,"$1,450mn"
ASIA PACIFIC WIRE&CABLE CORP,"FRIDAY, OCT 18, 2013",aubrey,https://valueinvestorsclub.com/idea/ASIA_PACIFIC_WIREandCABLE_CORP/6786372347,In truth as a cigar butt investor I am finding it quite hard to come up with my two required ideas. APWC might be too far down the risk spectrum ... Read more,ASIA PACIFIC WIRE&CABLE CORP APWC,3.42,$47mn
PHARMERICA CORP,"THURSDAY, OCT 17, 2013",natey1015,https://valueinvestorsclub.com/idea/PHARMERICA_CORP/3039457230,"On 9/10/12, when PMC was trading at $12.94, I posted PMC as “a short on a stand-alone basis, but also serves as an almost perfect hedge against an investment in ... Read more",PHARMERICA CORP PMC,14.31,$429mn
TERRA NITROGEN CO -LP,"THURSDAY, OCT 17, 2013",Siren81,https://valueinvestorsclub.com/idea/TERRA_NITROGEN_CO__-LP/3079678973,"Investment Thesis Basic economic theory contends it is impossible to sustain excess profits in a perfectly competitive industry, as market entry will eventually lead to increased supply and falling returns on ... Read more",TERRA NITROGEN CO -LP TNH,204.00,"$3,800mn"
TIME WARNER CABLE INC,"THURSDAY, OCT 17, 2013",jared890,https://valueinvestorsclub.com/idea/TIME_WARNER_CABLE_INC/5555983798,"I recommend a long equity position in Time Warner Cable (ticker TWC), as a somewhat un-loved, mis-understood, and under-valued (stock trades at ~5.9x 2014E EBITDA and ~9.4x EBITDA – capex) ... Read more",TIME WARNER CABLE INC TWC,117.59,"$33,605mn"
Rhoen-Klinikum AG,"THURSDAY, OCT 17, 2013",Ideafactory,https://valueinvestorsclub.com/idea/Rhoen-Klinikum_AG/4371906329,"A merger-arbitrage special situation creates an opportunity to own an undervalued specialized German hospital asset, which is also a M&A target RHK explores strategic alternatives with Fresenius to ... Read more",Rhoen-Klinikum AG RHK,19.22,"$3,613mn"
IMAX CORP,"WEDNESDAY, OCT 16, 2013",greenshoes93,https://valueinvestorsclub.com/idea/IMAX_CORP/1352943534,"INVESTMENT SUMMMARY: With IMAX’s stock trading at 18x 2013 Street EBITDA, and 43X EPS, the bulls are buying into management’s international growth ambitions, but ignoring the actual growth trajectory and the ... Read more",IMAX CORP IMAX,26.70,"$1,840mn"
1-800-FLOWERS.COM,"WEDNESDAY, OCT 16, 2013",piggybanker,https://valueinvestorsclub.com/idea/1-800-FLOWERS.COM/0823415349,"We believe that the stock of 1-800-Flowers.com, Inc (FLWS) represents a compelling investment opportunity. We believe that FLWS core profitability and cash generation potential are misunderstood, and optically the valuation ... Read more",1-800-FLOWERS.COM FLWS,5.20,$340mn
MODUSLINK GLOBAL SOLUTIONS,"MONDAY, OCT 14, 2013",dr123,https://valueinvestorsclub.com/idea/MODUSLINK_GLOBAL_SOLUTIONS/8773829159,"ModusLink Global Solutins (MLNK) enjoys a paltry enterprise value of ~$30 million despite: TTM rev of $754MM, an $800MM intact tax asset beginning to expire in 2021 (federal NOLs of $2 billion), a recent $30MM ... Read more",MODUSLINK GLOBAL SOLUTIONS MLNK,2.74,$141mn
MCDERMOTT INTL INC,"MONDAY, OCT 14, 2013",fiftycent501,https://valueinvestorsclub.com/idea/MCDERMOTT_INTL_INC/5025002655,"I recommend purchasing McDermott International, MDR.  MDR has reported a string of disappointing quarters resulting in a decline in the stock of 40% year to date.  The most recent quarter ... Read more",MCDERMOTT INTL INC MDR,7.25,"$1,715mn"
EMERGE ENERGY SERVICES LP,"MONDAY, OCT 14, 2013",ronmexico,https://valueinvestorsclub.com/idea/EMERGE_ENERGY_SERVICES_LP/4929617009,The charts/financials dont display. However you can use the link below to see the original format http://www.scribd.com/doc/175989771/EMES-Write-Up-Final?secret_password=gax04hqkutlrcjk14qf Thesis Emerge Energy Services is a high organic growth MLP trading at an outlier ~ 12.5% ... Read more,EMERGE ENERGY SERVICES LP EMES,32.00,$740mn
MYRIAD GENETICS INC,"MONDAY, OCT 14, 2013",natey1015,https://valueinvestorsclub.com/idea/MYRIAD_GENETICS_INC/8966523863,"You’ve seen the bear case, now read the bull case… With the stock market around all-time highs, it’s difficult to find companies with high quality businesses and rock solid balance sheets ... Read more",MYRIAD GENETICS INC MYGN,22.77,"$1,847mn"
PHARMERICA CORP,"MONDAY, OCT 14, 2013",natey1015,https://valueinvestorsclub.com/idea/PHARMERICA_CORP/3039457230,"On 9/10/12, when PMC was trading at $12.94, I posted PMC as “a short on a stand-alone basis, but also serves as an almost perfect hedge against an investment in ... Read more",PHARMERICA CORP PMC,14.31,$429mn
TERRA NITROGEN CO -LP,"MONDAY, OCT 14, 2013",Siren81,https://valueinvestorsclub.com/idea/TERRA_NITROGEN_CO__-LP/3079678973,"Investment Thesis Basic economic theory contends it is impossible to sustain excess profits in a perfectly competitive industry, as market entry will eventually lead to increased supply and falling returns on ... Read more",TERRA NITROGEN CO -LP TNH,204.00,"$3,800mn"
TIME WARNER CABLE INC,"MONDAY, OCT 14, 2013",jared890,https://valueinvestorsclub.com/idea/TIME_WARNER_CABLE_INC/5555983798,"I recommend a long equity position in Time Warner Cable (ticker TWC), as a somewhat un-loved, mis-understood, and under-valued (stock trades at ~5.9x 2014E EBITDA and ~9.4x EBITDA – capex) ... Read more",TIME WARNER CABLE INC TWC,117.59,"$33,605mn"
Rhoen-Klinikum AG,"MONDAY, OCT 14, 2013",Ideafactory,https://valueinvestorsclub.com/idea/Rhoen-Klinikum_AG/4371906329,"A merger-arbitrage special situation creates an opportunity to own an undervalued specialized German hospital asset, which is also a M&A target RHK explores strategic alternatives with Fresenius to ... Read more",Rhoen-Klinikum AG RHK,19.22,"$3,613mn"
IMAX CORP,"WEDNESDAY, OCT 16, 2013",greenshoes93,https://valueinvestorsclub.com/idea/IMAX_CORP/1352943534,"INVESTMENT SUMMMARY: With IMAX’s stock trading at 18x 2013 Street EBITDA, and 43X EPS, the bulls are buying into management’s international growth ambitions, but ignoring the actual growth trajectory and the ... Read more",IMAX CORP IMAX,26.70,"$1,840mn"
1-800-FLOWERS.COM,"WEDNESDAY, OCT 16, 2013",piggybanker,https://valueinvestorsclub.com/idea/1-800-FLOWERS.COM/0823415349,"We believe that the stock of 1-800-Flowers.com, Inc (FLWS) represents a compelling investment opportunity. We believe that FLWS core profitability and cash generation potential are misunderstood, and optically the valuation ... Read more",1-800-FLOWERS.COM FLWS,5.20,$340mn
MODUSLINK GLOBAL SOLUTIONS,"MONDAY, OCT 14, 2013",dr123,https://valueinvestorsclub.com/idea/MODUSLINK_GLOBAL_SOLUTIONS/8773829159,"ModusLink Global Solutins (MLNK) enjoys a paltry enterprise value of ~$30 million despite: TTM rev of $754MM, an $800MM intact tax asset beginning to expire in 2021 (federal NOLs of $2 billion), a recent $30MM ... Read more",MODUSLINK GLOBAL SOLUTIONS MLNK,2.74,$141mn
MCDERMOTT INTL INC,"MONDAY, OCT 14, 2013",fiftycent501,https://valueinvestorsclub.com/idea/MCDERMOTT_INTL_INC/5025002655,"I recommend purchasing McDermott International, MDR.  MDR has reported a string of disappointing quarters resulting in a decline in the stock of 40% year to date.  The most recent quarter ... Read more",MCDERMOTT INTL INC MDR,7.25,"$1,715mn"
EMERGE ENERGY SERVICES LP,"MONDAY, OCT 14, 2013",ronmexico,https://valueinvestorsclub.com/idea/EMERGE_ENERGY_SERVICES_LP/4929617009,The charts/financials dont display. However you can use the link below to see the original format http://www.scribd.com/doc/175989771/EMES-Write-Up-Final?secret_password=gax04hqkutlrcjk14qf Thesis Emerge Energy Services is a high organic growth MLP trading at an outlier ~ 12.5% ... Read more,EMERGE ENERGY SERVICES LP EMES,32.00,$740mn
MYRIAD GENETICS INC,"MONDAY, OCT 14, 2013",natey1015,https://valueinvestorsclub.com/idea/MYRIAD_GENETICS_INC/8966523863,"You’ve seen the bear case, now read the bull case… With the stock market around all-time highs, it’s difficult to find companies with high quality businesses and rock solid balance sheets ... Read more",MYRIAD GENETICS INC MYGN,22.77,"$1,847mn"
MGM Studios,"MONDAY, OCT 14, 2013",ValueGuy,https://valueinvestorsclub.com/idea/MGM_Studios/1634048705,"Buy MGMb (http://www.MGMb.com/) because the stock has 72% upside and 16% downside, a risk/reward ratio of better than four to one.  MGMb (Metro Goldwin Mayer) is a so-called mini-major movie ... Read more",MGM Studios MGMB,55.00,"$3,200mn"
NIELSEN HOLDINGS NV,"FRIDAY, OCT 11, 2013",krusty75,https://valueinvestorsclub.com/idea/NIELSEN_HOLDINGS_NV/8658082739,Business Description   Nielsen Holdings NV (NLSN) is an international measurement and analytics company operating globally in its Buy segment and primarily in the U.S. in its Watch segment. The Watch segment ($2.0bn ... Read more,NIELSEN HOLDINGS NV NLSN,37.00,"$14,000mn"
SBERBANK OF RUSSIA OJSC,"WEDNESDAY, OCT 9, 2013",kerrcap,https://valueinvestorsclub.com/idea/SBERBANK_OF_RUSSIA_OJSC/8246301676,"I own shares in Sberbank, Russia’s largest bank. Sberbank dominates the Russian banking sector, controlling 29% of the country’s assets, 34% of corporate lending, 33% of retail lending, and 46% ... Read more",SBERBANK OF RUSSIA OJSC SBER,102.11,"$67,920mn"
CBEYOND INC,"MONDAY, OCT 7, 2013",ithan912,https://valueinvestorsclub.com/idea/CBEYOND_INC/1848665529,"Investment Thesis Cbeyond Inc. (“CBEY”) is a very inexpensive unlevered business in the midst of a product transition and a likely re-rating by the market, resulting in significant appreciation.   CBEY currently ... Read more",CBEYOND INC CBEY,6.40,$196mn
PENNEY (J C) CO,"MONDAY, OCT 7, 2013",bedrock346,https://valueinvestorsclub.com/idea/PENNEY_J_C_CO/7108149846,I am recommeding buying JCP 5.65% bonds due June 1st 2020 for $70 (I am just focusing on this issue but there are many other ways to play this capital ... Read more,PENNEY (J C) CO JCP,70.00,"$2,371mn"
COLE REAL ESTATE INVESTMENTS,"SUNDAY, OCT 6, 2013",Ragnar0307,https://valueinvestorsclub.com/idea/COLE_REAL_ESTATE_INVESTMENTS/2053596825,"Business Description Cole Real Estate is a triple net lease REIT.  It manages a $7.5B portfolio comprised of 1,014 properties that are geographically diversified.  The portfolio is 55% investment grade and ... Read more",COLE REAL ESTATE INVESTMENTS COLE,12.24,"$5,745mn"
AP Alternative Assets LP,"SUNDAY, OCT 6, 2013",chaney943,https://valueinvestorsclub.com/idea/AP_Alternative_Assets_LP/9637099319,"AP Alternative Assets – Athene (AAA NA) We are recommending purchase of AP Alternative (traded in the Netherlands under AAA NA). Despite the Dutch listing, this is entirely a U.S. company. ... Read more",AP Alternative Assets LP AAA NA,28.50,"$2,200mn"
SPARK NETWORKS INC,"SATURDAY, OCT 5, 2013",rjm59,https://valueinvestorsclub.com/idea/SPARK_NETWORKS_INC/7667737969,"Spark Networks (LOV) continues to be attractive even after some recent run up (and fortunately pullback recently) for the following reasons:   High ROIC, high margin business with a defensible moat Operates in ... Read more",SPARK NETWORKS INC LOV,7.95,$170mn
MFC INDUSTRIAL LTD,"THURSDAY, OCT 3, 2013",salvo880,https://valueinvestorsclub.com/idea/MFC_INDUSTRIAL_LTD/4727649759,MFC Industrial (MIL)-  LONG [note:  this write-up will endeavor to avoid the following clichés:  “assymetric upside;” “compelling investment opportunity;” “paid while you wait.”] The name “Michael J. Smith” is likely familiar to ... Read more,MFC INDUSTRIAL LTD MIL,8.17,$514mn
CELL THERAPEUTICS INC,"THURSDAY, OCT 3, 2013",rjm59,https://valueinvestorsclub.com/idea/CELL_THERAPEUTICS_INC/3876100403,Cell Theraputics is a biopharmaceutical company committed to the development and commercialization of an integrated portfolio of oncology products aimed at making cancer more treatable.  With such a vague and ... Read more,CELL THERAPEUTICS INC CTIC,1.59,$159mn
MGM Studios,"THURSDAY, OCT 3, 2013",ValueGuy,https://valueinvestorsclub.com/idea/MGM_Studios/1634048705,"Buy MGMb (http://www.MGMb.com/) because the stock has 72% upside and 16% downside, a risk/reward ratio of better than four to one.  MGMb (Metro Goldwin Mayer) is a so-called mini-major movie ... Read more",MGM Studios MGMB,55.00,"$3,200mn"
NIELSEN HOLDINGS NV,"FRIDAY, OCT 11, 2013",krusty75,https://valueinvestorsclub.com/idea/NIELSEN_HOLDINGS_NV/8658082739,Business Description   Nielsen Holdings NV (NLSN) is an international measurement and analytics company operating globally in its Buy segment and primarily in the U.S. in its Watch segment. The Watch segment ($2.0bn ... Read more,NIELSEN HOLDINGS NV NLSN,37.00,"$14,000mn"
SBERBANK OF RUSSIA OJSC,"WEDNESDAY, OCT 9, 2013",kerrcap,https://valueinvestorsclub.com/idea/SBERBANK_OF_RUSSIA_OJSC/8246301676,"I own shares in Sberbank, Russia’s largest bank. Sberbank dominates the Russian banking sector, controlling 29% of the country’s assets, 34% of corporate lending, 33% of retail lending, and 46% ... Read more",SBERBANK OF RUSSIA OJSC SBER,102.11,"$67,920mn"
CBEYOND INC,"MONDAY, OCT 7, 2013",ithan912,https://valueinvestorsclub.com/idea/CBEYOND_INC/1848665529,"Investment Thesis Cbeyond Inc. (“CBEY”) is a very inexpensive unlevered business in the midst of a product transition and a likely re-rating by the market, resulting in significant appreciation.   CBEY currently ... Read more",CBEYOND INC CBEY,6.40,$196mn
PENNEY (J C) CO,"MONDAY, OCT 7, 2013",bedrock346,https://valueinvestorsclub.com/idea/PENNEY_J_C_CO/7108149846,I am recommeding buying JCP 5.65% bonds due June 1st 2020 for $70 (I am just focusing on this issue but there are many other ways to play this capital ... Read more,PENNEY (J C) CO JCP,70.00,"$2,371mn"
COLE REAL ESTATE INVESTMENTS,"SUNDAY, OCT 6, 2013",Ragnar0307,https://valueinvestorsclub.com/idea/COLE_REAL_ESTATE_INVESTMENTS/2053596825,"Business Description Cole Real Estate is a triple net lease REIT.  It manages a $7.5B portfolio comprised of 1,014 properties that are geographically diversified.  The portfolio is 55% investment grade and ... Read more",COLE REAL ESTATE INVESTMENTS COLE,12.24,"$5,745mn"
AP Alternative Assets LP,"SUNDAY, OCT 6, 2013",chaney943,https://valueinvestorsclub.com/idea/AP_Alternative_Assets_LP/9637099319,"AP Alternative Assets – Athene (AAA NA) We are recommending purchase of AP Alternative (traded in the Netherlands under AAA NA). Despite the Dutch listing, this is entirely a U.S. company. ... Read more",AP Alternative Assets LP AAA NA,28.50,"$2,200mn"
SPARK NETWORKS INC,"SATURDAY, OCT 5, 2013",rjm59,https://valueinvestorsclub.com/idea/SPARK_NETWORKS_INC/7667737969,"Spark Networks (LOV) continues to be attractive even after some recent run up (and fortunately pullback recently) for the following reasons:   High ROIC, high margin business with a defensible moat Operates in ... Read more",SPARK NETWORKS INC LOV,7.95,$170mn
MFC INDUSTRIAL LTD,"THURSDAY, OCT 3, 2013",salvo880,https://valueinvestorsclub.com/idea/MFC_INDUSTRIAL_LTD/4727649759,MFC Industrial (MIL)-  LONG [note:  this write-up will endeavor to avoid the following clichés:  “assymetric upside;” “compelling investment opportunity;” “paid while you wait.”] The name “Michael J. Smith” is likely familiar to ... Read more,MFC INDUSTRIAL LTD MIL,8.17,$514mn
CELL THERAPEUTICS INC,"THURSDAY, OCT 3, 2013",rjm59,https://valueinvestorsclub.com/idea/CELL_THERAPEUTICS_INC/3876100403,Cell Theraputics is a biopharmaceutical company committed to the development and commercialization of an integrated portfolio of oncology products aimed at making cancer more treatable.  With such a vague and ... Read more,CELL THERAPEUTICS INC CTIC,1.59,$159mn
MGC DIAGNOSTICS CORP,"WEDNESDAY, OCT 2, 2013",hbomb5,https://valueinvestorsclub.com/idea/MGC_DIAGNOSTICS_CORP/8942615051,"(The company discussed has sub $50 million capitalization and trades by appointment.  Suitable for PA and small funds only) MGC Diagnostics MGC Diagnostics designs, develops, and markets noninvasive diagnostic products that ... Read more",MGC DIAGNOSTICS CORP MGCD,10.90,$44mn
Autogrill SpA,"WEDNESDAY, OCT 2, 2013",cgnlm995,https://valueinvestorsclub.com/idea/Autogrill_SpA/1488138188,"Italian “Sibling Rivalry” Masks Autogrill Normalized Free Cash Flow The “Optical Underdog” in the demerger will reveal an entity with huge transformational capabilities led by a Proven, Empire-Dismantling, Shareholder Friendly and ... Read more",Autogrill SpA AGL IM,6.02,"$1,529mn"
AXIA NETMEDIA CORP,"WEDNESDAY, OCT 2, 2013",lpartners,https://valueinvestorsclub.com/idea/AXIA_NETMEDIA_CORP/7066359249,"Enough has changed at Axia, that we thought an updated analysis of the idea posted by Rearden in Jan 2012 is warranted. After a number of strategic transactions accomplished over ... Read more",AXIA NETMEDIA CORP AXX.,1.92,$120mn
DOLLAR GENERAL CORP,"WEDNESDAY, OCT 2, 2013",erniethecat,https://valueinvestorsclub.com/idea/DOLLAR_GENERAL_CORP/5193777352,"Dollar General Corporation (NYSE: DG) Per Share Price of $57.90 / Market Capitalization of $18.7 billion October 2, 2013  Thesis: 1)      Low-cost provider of essential items.  75% of Dollar General net sales are of ... Read more",DOLLAR GENERAL CORP DG,57.90,"$18,737mn"
FLUGHAFEN WIEN,"WEDNESDAY, OCT 2, 2013",lalex180,https://valueinvestorsclub.com/idea/FLUGHAFEN_WIEN/1747057373,"Company overview Flughafen Wien (FLU) is the developer, builder and general operator of Vienna International Airport, which was privatized in 1992. Vienna airport has successfully positioned itself as one of the ... Read more",FLUGHAFEN WIEN FLU AV,50.05,"$1,051mn"
WEIGHT WATCHERS INTL INC,"MONDAY, SEP 30, 2013",MSLM28,https://valueinvestorsclub.com/idea/WEIGHT_WATCHERS_INTL_INC/0050942493,"Please see the following link for graphs and charts. Also, I highly recommend abra399's write-up for additional background information. Executive Summary Weight Watchers International, Inc. (""Weight Watchers"", “WTW” or the ""Company"") is ... Read more",WEIGHT WATCHERS INTL INC WTW,37.37,"$2,102mn"
DIGITALGLOBE INC,"MONDAY, SEP 30, 2013",ElCid,https://valueinvestorsclub.com/idea/DIGITALGLOBE_INC/7400021469,PM Summary Recommendation:           Short Common Stock Company:                          DigitalGlobe Inc. Ticker:             ... Read more,DIGITALGLOBE INC DGI,32.18,"$2,410mn"
MOSAIC CO,"SUNDAY, SEP 29, 2013",mojoris,https://valueinvestorsclub.com/idea/MOSAIC_CO/7691568189,"Executive Thesis: MOS will be repurchasing at least 20% of its shares O/S (and likely 30% by 3Q’14).  There is a lockup expiration for shares formerly held by Cargill (and split-off) on 11/26, ... Read more",MOSAIC CO MOS,43.43,"$18,493mn"
NL INDUSTRIES,"SUNDAY, SEP 29, 2013",rosie918,https://valueinvestorsclub.com/idea/NL_INDUSTRIES/8168947743,I am recommending a long position in NL industries common stock.  NL is primarily a holding company controlled by Texas billionaire and former corporate raider Harold C. Simmons.  It is ... Read more,NL INDUSTRIES NL,11.07,$539mn
SCHUFF INTERNATIONAL INC,"SATURDAY, SEP 28, 2013",mpk391,https://valueinvestorsclub.com/idea/SCHUFF_INTERNATIONAL_INC/8663209861,"Can I interest you in a stock with pathetic liquidity and a management team that only reports once a year?  Wait, it gets better:  they also don’t hold conference calls, ... Read more",SCHUFF INTERNATIONAL INC SHFK,14.75,$62mn
MGC DIAGNOSTICS CORP,"SATURDAY, SEP 28, 2013",hbomb5,https://valueinvestorsclub.com/idea/MGC_DIAGNOSTICS_CORP/8942615051,"(The company discussed has sub $50 million capitalization and trades by appointment.  Suitable for PA and small funds only) MGC Diagnostics MGC Diagnostics designs, develops, and markets noninvasive diagnostic products that ... Read more",MGC DIAGNOSTICS CORP MGCD,10.90,$44mn
Autogrill SpA,"SATURDAY, SEP 28, 2013",cgnlm995,https://valueinvestorsclub.com/idea/Autogrill_SpA/1488138188,"Italian “Sibling Rivalry” Masks Autogrill Normalized Free Cash Flow The “Optical Underdog” in the demerger will reveal an entity with huge transformational capabilities led by a Proven, Empire-Dismantling, Shareholder Friendly and ... Read more",Autogrill SpA AGL IM,6.02,"$1,529mn"
AXIA NETMEDIA CORP,"SATURDAY, SEP 28, 2013",lpartners,https://valueinvestorsclub.com/idea/AXIA_NETMEDIA_CORP/7066359249,"Enough has changed at Axia, that we thought an updated analysis of the idea posted by Rearden in Jan 2012 is warranted. After a number of strategic transactions accomplished over ... Read more",AXIA NETMEDIA CORP AXX.,1.92,$120mn
DOLLAR GENERAL CORP,"SATURDAY, SEP 28, 2013",erniethecat,https://valueinvestorsclub.com/idea/DOLLAR_GENERAL_CORP/5193777352,"Dollar General Corporation (NYSE: DG) Per Share Price of $57.90 / Market Capitalization of $18.7 billion October 2, 2013  Thesis: 1)      Low-cost provider of essential items.  75% of Dollar General net sales are of ... Read more",DOLLAR GENERAL CORP DG,57.90,"$18,737mn"
FLUGHAFEN WIEN,"SATURDAY, SEP 28, 2013",lalex180,https://valueinvestorsclub.com/idea/FLUGHAFEN_WIEN/1747057373,"Company overview Flughafen Wien (FLU) is the developer, builder and general operator of Vienna International Airport, which was privatized in 1992. Vienna airport has successfully positioned itself as one of the ... Read more",FLUGHAFEN WIEN FLU AV,50.05,"$1,051mn"
WEIGHT WATCHERS INTL INC,"MONDAY, SEP 30, 2013",MSLM28,https://valueinvestorsclub.com/idea/WEIGHT_WATCHERS_INTL_INC/0050942493,"Please see the following link for graphs and charts. Also, I highly recommend abra399's write-up for additional background information. Executive Summary Weight Watchers International, Inc. (""Weight Watchers"", “WTW” or the ""Company"") is ... Read more",WEIGHT WATCHERS INTL INC WTW,37.37,"$2,102mn"
DIGITALGLOBE INC,"MONDAY, SEP 30, 2013",ElCid,https://valueinvestorsclub.com/idea/DIGITALGLOBE_INC/7400021469,PM Summary Recommendation:           Short Common Stock Company:                          DigitalGlobe Inc. Ticker:             ... Read more,DIGITALGLOBE INC DGI,32.18,"$2,410mn"
MOSAIC CO,"SUNDAY, SEP 29, 2013",mojoris,https://valueinvestorsclub.com/idea/MOSAIC_CO/7691568189,"Executive Thesis: MOS will be repurchasing at least 20% of its shares O/S (and likely 30% by 3Q’14).  There is a lockup expiration for shares formerly held by Cargill (and split-off) on 11/26, ... Read more",MOSAIC CO MOS,43.43,"$18,493mn"
NL INDUSTRIES,"SUNDAY, SEP 29, 2013",rosie918,https://valueinvestorsclub.com/idea/NL_INDUSTRIES/8168947743,I am recommending a long position in NL industries common stock.  NL is primarily a holding company controlled by Texas billionaire and former corporate raider Harold C. Simmons.  It is ... Read more,NL INDUSTRIES NL,11.07,$539mn
SCHUFF INTERNATIONAL INC,"SATURDAY, SEP 28, 2013",mpk391,https://valueinvestorsclub.com/idea/SCHUFF_INTERNATIONAL_INC/8663209861,"Can I interest you in a stock with pathetic liquidity and a management team that only reports once a year?  Wait, it gets better:  they also don’t hold conference calls, ... Read more",SCHUFF INTERNATIONAL INC SHFK,14.75,$62mn
MURPHY USA INC,"FRIDAY, SEP 27, 2013",werd725,https://valueinvestorsclub.com/idea/MURPHY_USA_INC/8177097139,"This idea has been discussed breifly in the MUR thread, but I wanted to submit a formal idea with a little more substance.  As usual, charts don't copy to the ... Read more",MURPHY USA INC MUSA,41.25,"$1,972mn"
