company_name,idea_date,author,link,excerpt,code,price,market_cap
CRYO-CELL INTERNATIONAL INC,"FRIDAY, DEC 23, 2016",jhu2000,https://valueinvestorsclub.com/idea/CRYO-CELL_INTERNATIONAL_INC/0834024251,"Cryo-Cell (CCEL) Oh Noooo! Not another Nanocap idea. :/ The story of Cryo-Cell is a case study on focused, effective activism used to create shareholder value.  The good news for Value Investors ... Read more",CRYO-CELL INTERNATIONAL INC CCEL,4.56,$31mn
CALUMET SPECIALTY PRODS -LP,"FRIDAY, DEC 23, 2016",altaloma,https://valueinvestorsclub.com/idea/CALUMET_SPECIALTY_PRODS__-LP/9092737123,"Executive Summary Calumet Specialty Products (“Calumet” or “CLMT”) is an MLP and leading independent producer of high quality, specialty hydrocarbon products in North America. In its Specialty Products segment, Calumet processes ... Read more",CALUMET SPECIALTY PRODS -LP CLMT,84.50,$313mn
EVERI HOLDINGS INC,"FRIDAY, DEC 23, 2016",altaloma,https://valueinvestorsclub.com/idea/EVERI_HOLDINGS_INC/5089456840,"Quick Facts Provider of payments services (ATMs, credit card advances, compliance software) to casinos and manufacturer of slot machines +70% market share of casino payments services and 2-3% slot machine market share Based ... Read more",EVERI HOLDINGS INC EVRI,2.48,$163mn
GRACE (W R) & CO,"THURSDAY, DEC 29, 2016",alum88,https://valueinvestorsclub.com/idea/GRACE_W_R_andamp%3B_CO/2766568331,"Do you think there would be strategic interest in an asset that has gross margins north of 40%, EBITDA margins north of 30%, is the only pure-play in its end-market, ... Read more",GRACE (W R) & CO GRA,67.57,"$4,736mn"
APTEVO THERAPEUTICS INC,"THURSDAY, DEC 29, 2016",googie974,https://valueinvestorsclub.com/idea/APTEVO_THERAPEUTICS_INC/5810757114,"Aptevo Therapeutics is a nano-cap, cash-burning bio-tech spun from profitable billion dollar bio-defense company Emergent Biosolutions (ticker EBS) on August 1st, 2016. Cash-burning bio-techs are perhaps not for grandma’s account, but Aptevo ... Read more",APTEVO THERAPEUTICS INC APVO,2.20,$45mn
SPDR S&P RETAIL ETF,"THURSDAY, DEC 29, 2016",Defy_Augury,https://valueinvestorsclub.com/idea/SPDR_Sandamp%3BP_RETAIL_ETF/4000633192,Note: My thesis is that border adjustability will be included in Trump’s tax plan. I’m shorting a basket of stocks that I think will be negatively affected by the provision ... Read more,SPDR S&P RETAIL ETF XRT,44.33,$1mn
SUPPORT.COM INC,"TUESDAY, DEC 27, 2016",UCB1868,https://valueinvestorsclub.com/idea/SUPPORT.COM_INC/7725092125,"Summary: Support.com (SPRT) is a $44 mil. market cap company with more than $50 mil. in cash, no long-term debt, and nearly $200 mil. in federal and state tax loss ... Read more",SUPPORT.COM INC SPRT,0.80,$45mn
AEGEAN MARINE PETROLM NETWK,"FRIDAY, DEC 23, 2016",eal820,https://valueinvestorsclub.com/idea/AEGEAN_MARINE_PETROLM_NETWK/3255699346,"Investment Opportunity Despite running up with the rest of the market over the last few weeks, shares in Aegean Marine (ANW) have recently sold off, erasing some of the market led ... Read more",AEGEAN MARINE PETROLM NETWK ANW,10.20,$398mn
YAHOO INC,"FRIDAY, DEC 23, 2016",ValueGuy,https://valueinvestorsclub.com/idea/YAHOO_INC/2731307931,The undervaluation of Yahoo’s asian cross holdings should not last much longer because the deal to sell Verizon the US Yahoo Core should close in 1Q17 and the new republican ... Read more,YAHOO INC YHOO,38.50,"$36,734mn"
COTY INC,"FRIDAY, DEC 23, 2016",aquicap,https://valueinvestorsclub.com/idea/COTY_INC/0187954217,"Coty (COTY) $18.72   Summary Coty (COTY) manufactures and sells beauty products including fragrance, cosmetics and hair products. On October 1, 2016, Coty doubled in size through the acquisition of Procter & Gamble’s ... Read more",COTY INC COTY,18.71,"$14,000mn"
"Globalstar, Inc.","THURSDAY, DEC 22, 2016",specialk992,https://valueinvestorsclub.com/idea/Globalstar_Inc./0309895497,"Due to what seems like confusion among investors and perhaps a coordinated stock promotion effort, Santa Claus has delivered a Christmas shorting opportunity. I believe GSAT is a compelling and ... Read more","Globalstar, Inc. GSAT",1.81,"$2,008mn"
GREAT ELM CAPITAL GROUP INC,"THURSDAY, DEC 22, 2016",TheEnterprisingInvestor,https://valueinvestorsclub.com/idea/GREAT_ELM_CAPITAL_GROUP_INC/7514304251,"Timely idea, rights offering coming to a close.  Buy 1 unit, exercise and buy an additional 1.31 shares of stock at $3.285 for a blended price of $3.47.  Check with ... Read more",GREAT ELM CAPITAL GROUP INC GEcxu,3.75,$84mn
CRIMSON WINE GROUP LTD,"THURSDAY, DEC 22, 2016",cuyler1903,https://valueinvestorsclub.com/idea/CRIMSON_WINE_GROUP_LTD/3395181258,I believe that Crimson Wine Group is a prime candidate to be taken private or sold to a strategic buyer at a substantial premium.  With a very cheap valuation supported ... Read more,CRIMSON WINE GROUP LTD CWGL,9.35,$224mn
WESTMORELAND COAL CO,"WEDNESDAY, DEC 21, 2016",eal820,https://valueinvestorsclub.com/idea/WESTMORELAND_COAL_CO/2850815593,Description The Westmoreland Coal (WLB) 8.75% Senior Secured Bonds provide an attractive yield (~10% current) supported by cash flow generated with long term contracts and a management team committed to utilizing ... Read more,WESTMORELAND COAL CO WLB,90.00,$701mn
PRGX GLOBAL INC,"WEDNESDAY, DEC 21, 2016",Toby24,https://valueinvestorsclub.com/idea/PRGX_GLOBAL_INC/0210107070,"Investment Highlights   Cheap PRGX trades at 5x 2017 ebitda.  In a world where nothing is cheap, this stands out.   Pricing Pressure Abating PRGX’s only national competitor to its core business aggressively tried to take ... Read more",PRGX GLOBAL INC PRGX,5.40,$118mn
AMERIS BANCORP,"TUESDAY, DEC 20, 2016",lvampa1070,https://valueinvestorsclub.com/idea/AMERIS_BANCORP/7004595491,Short Ameris Bancorp (ABCB) Ameris is a low quality community bank trading at a high multiple of earnings that are benefitting from unsustainable positives.  The stock price has increased based on ... Read more,AMERIS BANCORP ABCB,45.50,"$1,600mn"
CONTANGO ORE INC,"TUESDAY, DEC 20, 2016",blackstone,https://valueinvestorsclub.com/idea/CONTANGO_ORE_INC/7893914380,This is a writeup on a gold mining company authored by someone who is dubious as to whether gold is a store of value let alone whether it's something that ... Read more,CONTANGO ORE INC CTGO,20.00,$86mn
ULTRA PETROLEUM CORP,"TUESDAY, DEC 20, 2016",Fletch,https://valueinvestorsclub.com/idea/ULTRA_PETROLEUM_CORP/6029937638,Ultra Petroleum Corp. Company Description – Ultra Petroleum (“UPL”) is an energy E&P company. Approximately 85% of revenues are from natural gas produced the tight gas formation in the Green River ... Read more,ULTRA PETROLEUM CORP UPLMQ,7.55,"$1,158mn"
Berry Plastics Group,"TUESDAY, DEC 20, 2016",wjv,https://valueinvestorsclub.com/idea/Berry_Plastics_Group/2144760725,Berry Plastics is a stable compounder trading at a depressed valuation. Without pushing the model or the valuation multiples I can easily see 100% upside over the coming years. There ... Read more,Berry Plastics Group BERY US,51.00,"$6,222mn"
QUALYS INC,"MONDAY, DEC 19, 2016",acslater787,https://valueinvestorsclub.com/idea/QUALYS_INC/2634263740,"2017 New Year's resolution to participate more actively in VIC...   TL;DR summary: highly profitable software business levered to cloud, cybersecurity trends trading at 10x 2018E NOPAT with CEO who owns > ... Read more",QUALYS INC QLYS,33.45,"$1,295mn"
"Globalstar, Inc.","MONDAY, DEC 19, 2016",specialk992,https://valueinvestorsclub.com/idea/Globalstar_Inc./0309895497,"Due to what seems like confusion among investors and perhaps a coordinated stock promotion effort, Santa Claus has delivered a Christmas shorting opportunity. I believe GSAT is a compelling and ... Read more","Globalstar, Inc. GSAT",1.81,"$2,008mn"
GREAT ELM CAPITAL GROUP INC,"MONDAY, DEC 19, 2016",TheEnterprisingInvestor,https://valueinvestorsclub.com/idea/GREAT_ELM_CAPITAL_GROUP_INC/7514304251,"Timely idea, rights offering coming to a close.  Buy 1 unit, exercise and buy an additional 1.31 shares of stock at $3.285 for a blended price of $3.47.  Check with ... Read more",GREAT ELM CAPITAL GROUP INC GEcxu,3.75,$84mn
CRIMSON WINE GROUP LTD,"MONDAY, DEC 19, 2016",cuyler1903,https://valueinvestorsclub.com/idea/CRIMSON_WINE_GROUP_LTD/3395181258,I believe that Crimson Wine Group is a prime candidate to be taken private or sold to a strategic buyer at a substantial premium.  With a very cheap valuation supported ... Read more,CRIMSON WINE GROUP LTD CWGL,9.35,$224mn
WESTMORELAND COAL CO,"WEDNESDAY, DEC 21, 2016",eal820,https://valueinvestorsclub.com/idea/WESTMORELAND_COAL_CO/2850815593,Description The Westmoreland Coal (WLB) 8.75% Senior Secured Bonds provide an attractive yield (~10% current) supported by cash flow generated with long term contracts and a management team committed to utilizing ... Read more,WESTMORELAND COAL CO WLB,90.00,$701mn
PRGX GLOBAL INC,"WEDNESDAY, DEC 21, 2016",Toby24,https://valueinvestorsclub.com/idea/PRGX_GLOBAL_INC/0210107070,"Investment Highlights   Cheap PRGX trades at 5x 2017 ebitda.  In a world where nothing is cheap, this stands out.   Pricing Pressure Abating PRGX’s only national competitor to its core business aggressively tried to take ... Read more",PRGX GLOBAL INC PRGX,5.40,$118mn
AMERIS BANCORP,"TUESDAY, DEC 20, 2016",lvampa1070,https://valueinvestorsclub.com/idea/AMERIS_BANCORP/7004595491,Short Ameris Bancorp (ABCB) Ameris is a low quality community bank trading at a high multiple of earnings that are benefitting from unsustainable positives.  The stock price has increased based on ... Read more,AMERIS BANCORP ABCB,45.50,"$1,600mn"
CONTANGO ORE INC,"TUESDAY, DEC 20, 2016",blackstone,https://valueinvestorsclub.com/idea/CONTANGO_ORE_INC/7893914380,This is a writeup on a gold mining company authored by someone who is dubious as to whether gold is a store of value let alone whether it's something that ... Read more,CONTANGO ORE INC CTGO,20.00,$86mn
ULTRA PETROLEUM CORP,"TUESDAY, DEC 20, 2016",Fletch,https://valueinvestorsclub.com/idea/ULTRA_PETROLEUM_CORP/6029937638,Ultra Petroleum Corp. Company Description – Ultra Petroleum (“UPL”) is an energy E&P company. Approximately 85% of revenues are from natural gas produced the tight gas formation in the Green River ... Read more,ULTRA PETROLEUM CORP UPLMQ,7.55,"$1,158mn"
Berry Plastics Group,"TUESDAY, DEC 20, 2016",wjv,https://valueinvestorsclub.com/idea/Berry_Plastics_Group/2144760725,Berry Plastics is a stable compounder trading at a depressed valuation. Without pushing the model or the valuation multiples I can easily see 100% upside over the coming years. There ... Read more,Berry Plastics Group BERY US,51.00,"$6,222mn"
QUALYS INC,"MONDAY, DEC 19, 2016",acslater787,https://valueinvestorsclub.com/idea/QUALYS_INC/2634263740,"2017 New Year's resolution to participate more actively in VIC...   TL;DR summary: highly profitable software business levered to cloud, cybersecurity trends trading at 10x 2018E NOPAT with CEO who owns > ... Read more",QUALYS INC QLYS,33.45,"$1,295mn"
FOREST CITY REALTY TRUST INC,"MONDAY, DEC 19, 2016",skimmer610,https://valueinvestorsclub.com/idea/FOREST_CITY_REALTY_TRUST_INC/6500003581,"Summary and Thesis: At current levels, we believe that FCE.A represents a highly attractive risk / reward profile and presently offers a more compelling opportunity that at any time over the ... Read more",FOREST CITY REALTY TRUST INC FCE.A,20.55,"$5,600mn"
Brenntag,"FRIDAY, DEC 16, 2016",kerrcap,https://valueinvestorsclub.com/idea/Brenntag/8599651393,"Introduction We are long shares of Brenntag (BNR), the world’s largest chemical distributor. Following the reset of 2016 EPS expectations from €3.00 to €2.42 and a tumultuous trading year in Europe, ... Read more",Brenntag BNR,50.91,"$7,866mn"
RIB SOFTWARE AG,"THURSDAY, DEC 15, 2016",cobia72,https://valueinvestorsclub.com/idea/RIB_SOFTWARE_AG/2717426252,RIB Software – Transforming the Construction Industry – 50% Upside Potential RIB Software AG (RIB.GY) provides software that is used in the construction industry to link the computer aided design (CAD) ... Read more,RIB SOFTWARE AG RSTAY,12.65,$577mn
RITCHIE BROS AUCTIONEERS INC,"THURSDAY, DEC 15, 2016",falcon44,https://valueinvestorsclub.com/idea/RITCHIE_BROS_AUCTIONEERS_INC/0283964457,Recommend shorting shares of RBA at the current price of $39.  This write-up will focus mainly on things that are incremental to the two previous write-ups on VIC.    Business Background For ... Read more,RITCHIE BROS AUCTIONEERS INC RBA,38.50,"$4,119mn"
SILICOM LTD,"WEDNESDAY, DEC 14, 2016",cobia72,https://valueinvestorsclub.com/idea/SILICOM_LTD/9839974514,Silicom (SILC) is a little-known networking company that trades at a value multiple belying its rapid revenue and earnings growth.  Silicom currently trades at 10x 2017E EPS and is growing ... Read more,SILICOM LTD SILC,38.40,$280mn
VIMPELCOM LTD,"WEDNESDAY, DEC 14, 2016",Napoleon,https://valueinvestorsclub.com/idea/VIMPELCOM_LTD/1761156095,VimpelCom has been hemorrhaging its natural shareholder base over the last two years. Company specific issues took an already bleak macro environment for Eastern European telecoms and brought VIP into ... Read more,VIMPELCOM LTD VIP,3.98,"$6,957mn"
Axalta Coating Systems,"TUESDAY, DEC 13, 2016",Wavelet,https://valueinvestorsclub.com/idea/Axalta_Coating_Systems/8272014626,"Background We recommend purchasing shares of AXTA at today’s level of $26.32.  Intrinsic value is $36, or 37% higher.       Axalta was purchased by Carlyle in Q1 2013 from DuPont.  The stock ... Read more",Axalta Coating Systems AXTA,26.32,"$6,511mn"
PRONTOFORMS CORP,"TUESDAY, DEC 13, 2016",afgtt2008,https://valueinvestorsclub.com/idea/PRONTOFORMS_CORP/5207670873,"ProntoForms is a relatively unknown Canadian micro-cap SaaS company with ~65% insider ownership. Its primary product replaces traditional pen-and-pad forms with digital mobile ones. ProntoForms operating model, in which ~90% ... Read more",PRONTOFORMS CORP PFM.,0.27,$25mn
Rieter Holding AG,"TUESDAY, DEC 13, 2016",pt123,https://valueinvestorsclub.com/idea/Rieter_Holding_AG/6181630446,Rieter   A)    Thesis Summary Rieter is a Swiss-based global market leader in the manufacturing of spinning milling equipment that converts short staple natural and manmade fibers into yarns.  These yarns are among ... Read more,Rieter Holding AG RIEN:SIX,179.00,$800mn
Brainjuicer Group Plc,"MONDAY, DEC 12, 2016",golfer23,https://valueinvestorsclub.com/idea/Brainjuicer_Group_Plc/8387493388,"Thesis Summary: Brainjuicer Group, a highly differentiated market research business, is a long-term compounder offered at a better than fair price.  The company is run by a highly engaged and inspirational ... Read more",Brainjuicer Group Plc AIM: BJU,5.39,$66mn
FOREST CITY REALTY TRUST INC,"MONDAY, DEC 12, 2016",skimmer610,https://valueinvestorsclub.com/idea/FOREST_CITY_REALTY_TRUST_INC/6500003581,"Summary and Thesis: At current levels, we believe that FCE.A represents a highly attractive risk / reward profile and presently offers a more compelling opportunity that at any time over the ... Read more",FOREST CITY REALTY TRUST INC FCE.A,20.55,"$5,600mn"
Brenntag,"FRIDAY, DEC 16, 2016",kerrcap,https://valueinvestorsclub.com/idea/Brenntag/8599651393,"Introduction We are long shares of Brenntag (BNR), the world’s largest chemical distributor. Following the reset of 2016 EPS expectations from €3.00 to €2.42 and a tumultuous trading year in Europe, ... Read more",Brenntag BNR,50.91,"$7,866mn"
RIB SOFTWARE AG,"THURSDAY, DEC 15, 2016",cobia72,https://valueinvestorsclub.com/idea/RIB_SOFTWARE_AG/2717426252,RIB Software – Transforming the Construction Industry – 50% Upside Potential RIB Software AG (RIB.GY) provides software that is used in the construction industry to link the computer aided design (CAD) ... Read more,RIB SOFTWARE AG RSTAY,12.65,$577mn
RITCHIE BROS AUCTIONEERS INC,"THURSDAY, DEC 15, 2016",falcon44,https://valueinvestorsclub.com/idea/RITCHIE_BROS_AUCTIONEERS_INC/0283964457,Recommend shorting shares of RBA at the current price of $39.  This write-up will focus mainly on things that are incremental to the two previous write-ups on VIC.    Business Background For ... Read more,RITCHIE BROS AUCTIONEERS INC RBA,38.50,"$4,119mn"
SILICOM LTD,"WEDNESDAY, DEC 14, 2016",cobia72,https://valueinvestorsclub.com/idea/SILICOM_LTD/9839974514,Silicom (SILC) is a little-known networking company that trades at a value multiple belying its rapid revenue and earnings growth.  Silicom currently trades at 10x 2017E EPS and is growing ... Read more,SILICOM LTD SILC,38.40,$280mn
VIMPELCOM LTD,"WEDNESDAY, DEC 14, 2016",Napoleon,https://valueinvestorsclub.com/idea/VIMPELCOM_LTD/1761156095,VimpelCom has been hemorrhaging its natural shareholder base over the last two years. Company specific issues took an already bleak macro environment for Eastern European telecoms and brought VIP into ... Read more,VIMPELCOM LTD VIP,3.98,"$6,957mn"
Axalta Coating Systems,"TUESDAY, DEC 13, 2016",Wavelet,https://valueinvestorsclub.com/idea/Axalta_Coating_Systems/8272014626,"Background We recommend purchasing shares of AXTA at today’s level of $26.32.  Intrinsic value is $36, or 37% higher.       Axalta was purchased by Carlyle in Q1 2013 from DuPont.  The stock ... Read more",Axalta Coating Systems AXTA,26.32,"$6,511mn"
PRONTOFORMS CORP,"TUESDAY, DEC 13, 2016",afgtt2008,https://valueinvestorsclub.com/idea/PRONTOFORMS_CORP/5207670873,"ProntoForms is a relatively unknown Canadian micro-cap SaaS company with ~65% insider ownership. Its primary product replaces traditional pen-and-pad forms with digital mobile ones. ProntoForms operating model, in which ~90% ... Read more",PRONTOFORMS CORP PFM.,0.27,$25mn
Rieter Holding AG,"TUESDAY, DEC 13, 2016",pt123,https://valueinvestorsclub.com/idea/Rieter_Holding_AG/6181630446,Rieter   A)    Thesis Summary Rieter is a Swiss-based global market leader in the manufacturing of spinning milling equipment that converts short staple natural and manmade fibers into yarns.  These yarns are among ... Read more,Rieter Holding AG RIEN:SIX,179.00,$800mn
Brainjuicer Group Plc,"MONDAY, DEC 12, 2016",golfer23,https://valueinvestorsclub.com/idea/Brainjuicer_Group_Plc/8387493388,"Thesis Summary: Brainjuicer Group, a highly differentiated market research business, is a long-term compounder offered at a better than fair price.  The company is run by a highly engaged and inspirational ... Read more",Brainjuicer Group Plc AIM: BJU,5.39,$66mn
MSC INDUSTRIAL DIRECT -CL A,"MONDAY, DEC 12, 2016",beethoven,https://valueinvestorsclub.com/idea/MSC_INDUSTRIAL_DIRECT__-CL_A/7018736915,"MSC Industrial Direct Co., Inc (MSM: $92.92) – Short Summary The Trump rally caused a major short squeeze in MSM. The shares now trade at 23x run rate EPS and 13x EV/LTM ... Read more",MSC INDUSTRIAL DIRECT -CL A MSM,92.92,"$5,259mn"
Syniverse,"SUNDAY, DEC 11, 2016",apacs,https://valueinvestorsclub.com/idea/Syniverse/8265115018,RSJ recently did a writeup on Syniverse's capital structure a few weeks ago (https://www.valueinvestorsclub.com/idea/Syniverse_/139128) - this article focuses on the exchange offer launched on Decemer 9 which we think is ... Read more,Syniverse 87163FAA4,85.00,$961mn
Diamond Offshore Drilling,"SUNDAY, DEC 11, 2016",todd1123,https://valueinvestorsclub.com/idea/Diamond_Offshore_Drilling/4992011215,Diamond Offshore Drilling (“Diamond”) is a global offshore oil and gas driller operating at bottom-of-cycle market conditions. Diamond equity is off approximately -75% over the past 3-years principally due to ... Read more,Diamond Offshore Drilling DO,21.00,"$2,881mn"
OCCIDENTAL PETROLEUM CORP,"SATURDAY, DEC 10, 2016",sancho,https://valueinvestorsclub.com/idea/OCCIDENTAL_PETROLEUM_CORP/8529324146,"After underperforming its large-cap Permian peers by ~30% (CVX, COP, EOG, PXD, CXO) over the past 6 months, OXY offers relative value and its positioned to outperform as it updates ... Read more",OCCIDENTAL PETROLEUM CORP OXY,70.58,"$53,936mn"
TRANSOCEAN LTD 7.75% Secured Bonds due 2024,"SATURDAY, DEC 10, 2016",value_31,https://valueinvestorsclub.com/idea/TRANSOCEAN_LTD_7.75%25_Secured_Bonds_due_2024/2178309136,Summary Secured bond trading at the same level as unsecured bonds Collateral is very valuable - need draconian assumptions to result in an impairment for the unsecured bonds 12 month gross return potential of ... Read more,TRANSOCEAN LTD 7.75% Secured Bonds due 2024 RIG,106.00,"$5,636mn"
QUMU CORP,"FRIDAY, DEC 9, 2016",mrsox977,https://valueinvestorsclub.com/idea/QUMU_CORP/8170620286,QUMU Corporation (Nasdaq: QUMU)   Overview Shares of Minneapolis based Qumu Corporation offer asymmetric upside of almost 100% over the next 12 months as the company transforms from a consumer of cash to ... Read more,QUMU CORP QUMU,2.75,$26mn
NZME,"THURSDAY, DEC 8, 2016",aaron16,https://valueinvestorsclub.com/idea/NZME/4154845705,"NZME, a leading New Zealand media company, is extremely cheap at - a 32% FCF yield, a 13% dividend yield (the highest yielding stock in NZ - as a recent ... Read more",NZME nzm au,0.52,$102mn
ALTISOURCE PORTFOLIO SOLTNS,"THURSDAY, DEC 8, 2016",hbomb5,https://valueinvestorsclub.com/idea/ALTISOURCE_PORTFOLIO_SOLTNS/6868295988,"ASPS: Altisource Portfolio Solutions I am proposing a long position in Altisource Portfolio Solutions, an asset-light, high margin, and cash generative business that trades at attractive valuation due to its embattled ... Read more",ALTISOURCE PORTFOLIO SOLTNS ASPS,27.90,$520mn
ARMOUR RESIDENTIAL REIT INC,"WEDNESDAY, DEC 7, 2016",raf698,https://valueinvestorsclub.com/idea/ARMOUR_RESIDENTIAL_REIT_INC/2819661690,"Armour Residential REIT, Inc. (Ticker: ARR) The mREIT stocks have relatively few distinguishing characteristics. Structurally, they pay out 90% of their taxable income via dividends. In order to do so, they ... Read more",ARMOUR RESIDENTIAL REIT INC ARR,22.60,$830mn
IMPLANT SCIENCES CORP,"TUESDAY, DEC 6, 2016",bdad,https://valueinvestorsclub.com/idea/IMPLANT_SCIENCES_CORP/5888875644,Implant Sciences is a time sensitive and asymmetrical small cap in Bankruptcy that should offer limited downside and material upside over a short timeframe. Background: Implant Sciences makes systems and sensors for ... Read more,IMPLANT SCIENCES CORP IMSCQ,0.14,$11mn
MSC INDUSTRIAL DIRECT -CL A,"TUESDAY, DEC 6, 2016",beethoven,https://valueinvestorsclub.com/idea/MSC_INDUSTRIAL_DIRECT__-CL_A/7018736915,"MSC Industrial Direct Co., Inc (MSM: $92.92) – Short Summary The Trump rally caused a major short squeeze in MSM. The shares now trade at 23x run rate EPS and 13x EV/LTM ... Read more",MSC INDUSTRIAL DIRECT -CL A MSM,92.92,"$5,259mn"
Syniverse,"SUNDAY, DEC 11, 2016",apacs,https://valueinvestorsclub.com/idea/Syniverse/8265115018,RSJ recently did a writeup on Syniverse's capital structure a few weeks ago (https://www.valueinvestorsclub.com/idea/Syniverse_/139128) - this article focuses on the exchange offer launched on Decemer 9 which we think is ... Read more,Syniverse 87163FAA4,85.00,$961mn
Diamond Offshore Drilling,"SUNDAY, DEC 11, 2016",todd1123,https://valueinvestorsclub.com/idea/Diamond_Offshore_Drilling/4992011215,Diamond Offshore Drilling (“Diamond”) is a global offshore oil and gas driller operating at bottom-of-cycle market conditions. Diamond equity is off approximately -75% over the past 3-years principally due to ... Read more,Diamond Offshore Drilling DO,21.00,"$2,881mn"
OCCIDENTAL PETROLEUM CORP,"SATURDAY, DEC 10, 2016",sancho,https://valueinvestorsclub.com/idea/OCCIDENTAL_PETROLEUM_CORP/8529324146,"After underperforming its large-cap Permian peers by ~30% (CVX, COP, EOG, PXD, CXO) over the past 6 months, OXY offers relative value and its positioned to outperform as it updates ... Read more",OCCIDENTAL PETROLEUM CORP OXY,70.58,"$53,936mn"
TRANSOCEAN LTD 7.75% Secured Bonds due 2024,"SATURDAY, DEC 10, 2016",value_31,https://valueinvestorsclub.com/idea/TRANSOCEAN_LTD_7.75%25_Secured_Bonds_due_2024/2178309136,Summary Secured bond trading at the same level as unsecured bonds Collateral is very valuable - need draconian assumptions to result in an impairment for the unsecured bonds 12 month gross return potential of ... Read more,TRANSOCEAN LTD 7.75% Secured Bonds due 2024 RIG,106.00,"$5,636mn"
QUMU CORP,"FRIDAY, DEC 9, 2016",mrsox977,https://valueinvestorsclub.com/idea/QUMU_CORP/8170620286,QUMU Corporation (Nasdaq: QUMU)   Overview Shares of Minneapolis based Qumu Corporation offer asymmetric upside of almost 100% over the next 12 months as the company transforms from a consumer of cash to ... Read more,QUMU CORP QUMU,2.75,$26mn
NZME,"THURSDAY, DEC 8, 2016",aaron16,https://valueinvestorsclub.com/idea/NZME/4154845705,"NZME, a leading New Zealand media company, is extremely cheap at - a 32% FCF yield, a 13% dividend yield (the highest yielding stock in NZ - as a recent ... Read more",NZME nzm au,0.52,$102mn
ALTISOURCE PORTFOLIO SOLTNS,"THURSDAY, DEC 8, 2016",hbomb5,https://valueinvestorsclub.com/idea/ALTISOURCE_PORTFOLIO_SOLTNS/6868295988,"ASPS: Altisource Portfolio Solutions I am proposing a long position in Altisource Portfolio Solutions, an asset-light, high margin, and cash generative business that trades at attractive valuation due to its embattled ... Read more",ALTISOURCE PORTFOLIO SOLTNS ASPS,27.90,$520mn
ARMOUR RESIDENTIAL REIT INC,"WEDNESDAY, DEC 7, 2016",raf698,https://valueinvestorsclub.com/idea/ARMOUR_RESIDENTIAL_REIT_INC/2819661690,"Armour Residential REIT, Inc. (Ticker: ARR) The mREIT stocks have relatively few distinguishing characteristics. Structurally, they pay out 90% of their taxable income via dividends. In order to do so, they ... Read more",ARMOUR RESIDENTIAL REIT INC ARR,22.60,$830mn
IMPLANT SCIENCES CORP,"TUESDAY, DEC 6, 2016",bdad,https://valueinvestorsclub.com/idea/IMPLANT_SCIENCES_CORP/5888875644,Implant Sciences is a time sensitive and asymmetrical small cap in Bankruptcy that should offer limited downside and material upside over a short timeframe. Background: Implant Sciences makes systems and sensors for ... Read more,IMPLANT SCIENCES CORP IMSCQ,0.14,$11mn
AEGERION PHARMACEUTICALS INC.,"MONDAY, DEC 5, 2016",offtherun,https://valueinvestorsclub.com/idea/AEGERION_PHARMACEUTICALS_INC./5832408890,Recommendation BUY AEGR 2.0% senior convertible notes due ‘19.  The merger between AEGR and QLT just closed on November 29th.  AEGR’s busted convert trades in the mid to high 60s and ... Read more,AEGERION PHARMACEUTICALS INC. AEGR,67.50,$172mn
GLOBUS MARITIME LTD,"SUNDAY, DEC 4, 2016",casper719,https://valueinvestorsclub.com/idea/GLOBUS_MARITIME_LTD/1561123617,Globus Maritime Ltd. (Ticker: GLBS) is a zombie drybulk shipping company that has recently gotten swept up in the shipping bubble started by DryShips Inc (Ticker: DRYS).  Due to an ... Read more,GLOBUS MARITIME LTD GLBS,7.67,$408mn
MIX TELEMATICS LTD,"SUNDAY, DEC 4, 2016",Saltaire,https://valueinvestorsclub.com/idea/MIX_TELEMATICS_LTD/2240541587,"MIXT Leading provider of telematics in midst of business model transition. Near term depressed cash flow masks stable, high margin, recurring business model with low double digit organic growth. Nearly 50% ... Read more",MIX TELEMATICS LTD MIXT,5.90,$135mn
CAFEPRESS INC,"SATURDAY, DEC 3, 2016",carbone959,https://valueinvestorsclub.com/idea/CAFEPRESS_INC/3498219222,"CafePress, an online customizable gift retailer, is a small-cap turnaround situation that was written up 3 years ago. The previous thread chronicles a worse-than-expected outcome, followed by the announcement of ... Read more",CAFEPRESS INC PRSS,3.01,$50mn
INVESTORS HERITAGE CAP CORP,"SATURDAY, DEC 3, 2016",david101,https://valueinvestorsclub.com/idea/INVESTORS_HERITAGE_CAP_CORP/8041260197,IHRC is a simple life insurer. It trades at 37% of TBV excluding AOCI.  A major part of the businss is preneed insurance sold through funeral homes. The company also ... Read more,INVESTORS HERITAGE CAP CORP IHRC,16.75,$19mn
MATTEL INC,"FRIDAY, DEC 2, 2016",ci230,https://valueinvestorsclub.com/idea/MATTEL_INC/4982367092,"Thesis: the turnaround in Barbie, plus continued benefits from restructuring, will drive EPS above consensus and expand multiples. Catalyst   Barbie turnaround The Barbie turnaround is being underappreciated by the market.   To address concerns of ... Read more",MATTEL INC MAT,30.26,"$10,350mn"
WEBMD HEALTH CORP,"FRIDAY, DEC 2, 2016",dakota,https://valueinvestorsclub.com/idea/WEBMD_HEALTH_CORP/3515489799,Fast idea for folks in their PAs.  WebMD is conducting a buyback of ~5.1% of their outstanding shares.  The trade is to buy 99 shares of WBMD and submit for ... Read more,WEBMD HEALTH CORP WBMD,52.53,"$2,003mn"
