date,author,old_ticker,new_ticker,company_name,reasoning,processed_at
2018-12-02,offtherun,TGP,TGP,TEEKAY LNG PARTNERS LP,"TEEKAY LNG PARTNERS LP is publicly traded under the ticker symbol TGP, indicating it is not privatized and has an active presence on the stock exchange.",2025-02-09 12:09:11.616463
2018-12-02,carbone959,ACD.TO,ACD.TO,ACCORD FINANCIAL CORP,"The best match for 'ACCORD FINANCIAL CORP' is 'ACD.TO', as it is directly listed as Accord Financial Corp. on the Toronto Stock Exchange (TOR), which is larger than the 'PNK' exchange where the other symbol 'ACCFF' is listed.",2025-02-09 12:09:11.616463
2018-12-02,HoneyBadger,BKEPP,BKEPP,BLUEKNIGHT ENERGY PRTNRS LP,"The ticker BKEPP corresponds directly to the company name 'BLUEKNIGHT ENERGY PRTNRS LP', indicating that it is the correct match for this public company.",2025-02-09 12:09:11.616463
2018-11-30,AltaRocks,PICO,PICO,PICO HOLDINGS INC,"The company name 'PICO HOLDINGS INC' matches the ticker 'PICO', indicating that it is indeed the correct and public company.",2025-02-09 12:09:11.616463
2018-11-29,zipper,TAXA,TAXA_UNKNOWN,LIBERTY TAX INC,No results available for matching.,2025-02-09 12:09:11.616463
2018-11-29,Griffin,GTSM:6146,6146.TWO,Sporton International Inc.,"The ticker '6146.TWO' corresponds to 'Sporton International Inc.' listed on the TWO exchange, which is the largest exchange identified among the options. Therefore, this ticker is the best match.",2025-02-09 12:09:11.616463
2018-11-29,casper719,NBEV,NBEV,NEW AGE BEVERAGES CORP,The ticker 'NBEV' matches the company name 'NEW AGE BEVERAGES CORP' and is the most relevant match available.,2025-02-09 12:09:11.616463
2018-11-27,VIC_Member2015,LN,LN_UNKNOWN,Cannabis Strategies Acquisition Corp,No results appear to match the company name 'Cannabis Strategies Acquisition Corp' with the ticker 'LN'.,2025-02-09 12:09:11.616463
2018-11-27,ahnuld,FOOD.,FOOD.TO,GOODFOOD MARKET CORP,"The ticker 'FOOD.TO' represents 'Goodfood Market Corp.' and is listed on the Toronto Stock Exchange (TOR), which is the largest exchange in the options provided.",2025-02-09 12:09:11.616463
2018-11-27,kerrcap,I,I_UNKNOWN,INTELSAT SA (I),No results appear to match the company name 'INTELSAT SA (I)' with the given ticker 'I'.,2025-02-09 12:09:11.616463
2018-11-20,unlatchmergers,NGHC,NGHC,NATIONAL GENERAL HOLDINGS CP,"The ticker 'NGHC' matches the company name 'NATIONAL GENERAL HOLDINGS CP', indicating it is publicly traded on a stock exchange.",2025-02-09 12:09:11.616463
2018-11-20,aagold,1181-HK,1181.HK,Tang Palace,"The ticker 1181.HK matches the company name 'Tang Palace' and is listed on the Hong Kong Stock Exchange (HKG), which is the largest exchange available.",2025-02-09 12:09:11.616463
2018-11-20,tyler939,MSG,MSG,MADISON SQUARE GARDEN CO,MADISON SQUARE GARDEN CO is publicly traded and listed under the ticker MSG.,2025-02-09 12:09:11.616463
2018-11-18,venetian,AIG,AIG,AMERICAN INTERNATIONAL GROUP,"The ticker 'AIG' corresponds directly to American International Group, Inc. listed on the NYSE (NYQ), which is the largest exchange among the options provided.",2025-02-09 12:09:11.616463
2018-11-18,EITR210,AGI,AGI,ALAMOS GOLD INC,"The ticker AGI directly matches the provided company name 'ALAMOS GOLD INC'. It is listed on the NYQ (New York Stock Exchange), which is the largest exchange in this selection.",2025-02-09 12:09:11.616463
2018-11-16,blockchain,FSBC,FSBC,FSB BANCORP INC,FSB BANCORP INC matches the ticker FSBC directly and is the best matching result.,2025-02-09 12:09:11.616463
2018-11-16,blockchain,LBC,LBC,Luther Burbank Corporation,"Luther Burbank Corporation is matched with the ticker LBC as it is the only existing ticker associated with the company, indicating its listing on a stock exchange.",2025-02-09 12:09:11.616463
2018-11-16,TigerStyle,GIL,GIL,GILDAN ACTIVEWEAR INC,"The ticker 'GIL' matches the company name 'Gildan Activewear Inc.' and is listed on the NYSE (NYQ), which is a major exchange.",2025-02-09 12:09:11.616463
2018-11-15,coyote,BAKKA.OL,BAKKA.OL,Bakkafrost,"BAKKA.OL is the primary ticker for Bakkafrost and is listed on the Oslo Stock Exchange (OSL), which is the largest exchange among the options provided.",2025-02-09 12:09:11.616463
2018-11-13,jls,RLGY,RLGY,REALOGY HOLDINGS CORP,"REALOGY HOLDINGS CORP is publicly traded under the ticker RLGY, which represents its largest exchange listing.",2025-02-09 12:09:11.616463
2018-11-13,Lerma525,CUERVO.MX,CUERVO.MX,Becle SAB de CV,"The ticker CUERVO.MX is a direct match for 'Becle SAB de CV', which operates under the name Becle, S.A.B. de C.V. in the Mexican exchange. It is the most appropriate selection as it reflects the correct company and the largest exchange option available.",2025-02-09 12:09:11.616463
2018-11-11,Mostly_Ugly,TUPBQ,TUPBQ,TUPPERWARE BRANDS CORP,"The ticker 'TUPBQ' corresponds directly to 'Tupperware Brands Corporation' found on the OEM exchange, indicating it matches the company name provided.",2025-02-09 12:09:11.616463
2018-11-10,mfritz,3333,3333,China Evergrande,"The best match is 'EVGRF' as it directly relates to China Evergrande's operations and is recognizable as a related ticker for a company involved in the same sector, even though it has a different focus on new energy vehicles.",2025-02-09 12:09:11.616463
2018-11-08,cfavenger,LLOY.L,LLOY.L,LLOYDS BANKING GROUP PLC,"LLOY.L is the direct ticker for Lloyds Banking Group plc on the London Stock Exchange (LSE), which is the largest exchange among the provided options.",2025-02-09 12:09:11.616463
2018-11-07,afgtt2008,CHP-UN.TO,CHP-UN.TO,CHOICE PROPERTIES REIT,"The best matching ticker is CHP-UN.TO as it is the exact ticker symbol for 'Choice Properties REIT' and is listed on the Toronto Stock Exchange (TOR), which is the largest exchange in this context.",2025-02-09 12:09:11.616463
2018-11-06,Sandrokottos,MAXIND.NS,MAXIND.NS,Max India,"The ticker 'MAXIND.NS' matches the company name 'Max India' and is listed on the National Stock Exchange of India (NSE), which is a larger exchange compared to the Bombay Stock Exchange (BSE) where 'MAXIND.BO' is listed.",2025-02-09 12:09:11.616463
2018-11-05,apacs,MPAC.L,MPAC.L,MPAC,"The best match for the company name 'MPAC' and the provided ticker 'MPAC.L' is 'Mpac Group plc', which is listed on the London Stock Exchange (LSE). This ticker directly corresponds to the given information.",2025-02-09 12:09:11.616463
2018-11-05,mko2016,SOP.PA,SOP.PA,Sopra Steria,"SOP.PA corresponds to Sopra Steria Group SA, which is the primary listing on the Paris Exchange (PAR), making it the best matching ticker for the company.",2025-02-09 12:09:11.616463
2018-11-01,Fenkell,PIF.TO,PIF.TO,POLARIS INFRASTRUCTURE INC,"PIF.TO corresponds to Polaris Renewable Energy Inc., which is a variation of the name related to POLARIS INFRASTRUCTURE INC. This ticker is associated with the Toronto Stock Exchange (TOR), and is the most relevant match available.",2025-02-09 12:09:11.616463
2018-11-01,JSTC,TLRD,TLRD,TAILORED BRANDS INC,Tailored Brands Inc is known by the ticker symbol TLRD. It is a public company listed on a major exchange.,2025-02-09 12:09:11.616463
2018-10-30,amr504,BK,BK,BANK OF NEW YORK MELLON CORP,The ticker 'BK' matches the company 'BANK OF NEW YORK MELLON CORP' directly and is listed on the largest exchange (NYSE). Other tickers refer to the same corporation but are on smaller exchanges.,2025-02-09 12:09:11.616463
2018-10-30,E_Zola,ENX.PA,ENX.PA,Euronext N.V,"Euronext N.V. is listed on the Euronext Paris exchange, and ENX.PA is the ticker for this company on that exchange, making it the best matching ticker.",2025-02-09 12:09:11.616463
2018-10-29,ElCid,XGR2.DE,XGR2.DE,Compass Group,"XGR2.DE is the ticker symbol for Compass Group PLC, which is a direct match for the company name 'Compass Group'. It is listed on the German exchange (GER), which is a major exchange.",2025-02-09 12:09:11.616463
2018-10-24,darthtrader,SPI.L,SPI.L,Spire Healthcare Group,"The ticker SPI.L corresponds to Spire Healthcare Group plc listed on the London Stock Exchange (LSE), which is the largest exchange option available for this company.",2025-02-09 12:09:11.616463
2018-10-24,rosco37,DNLM.L,DNLM.L,Dunelm,"DNLM.L is the main ticker for Dunelm Group plc listed on the London Stock Exchange (LSE), which is the largest exchange among the provided results.",2025-02-09 12:09:11.616463
2018-10-23,AlfredJones!,LANNETT CO INC,LANNETT CO INC_UNKNOWN,LANNETT CO INC,No results appear to match the company 'LANNETT CO INC'.,2025-02-09 12:09:11.616463
2018-10-22,Jumbos02,FRCB,FRCB,FIRST REPUBLIC BANK,The best matching ticker for 'FIRST REPUBLIC BANK' is 'FRCB' as it directly matches the company name and appears to be the most relevant option from the list provided.,2025-02-09 12:09:11.616463
2018-10-22,bowd57,BOC,BOC,BOSTON OMAHA CORPORATION,"The ticker 'BOC' matches the company name 'Boston Omaha Corporation' and is traded on the New York Stock Exchange (NYQ), which is the largest exchange among the options.",2025-02-09 12:09:11.616463
2018-10-20,punchcardtrader,0010.HK,0010.HK,Hang Lung Group,"The ticker '0010.HK' directly matches the provided company name 'Hang Lung Group', and it is traded on the Hong Kong Stock Exchange (HKG), which is the primary exchange. Other tickers listed correspond to the same company but are on smaller or less relevant exchanges.",2025-02-09 12:09:11.616463
2018-10-19,rosco37,BTE,BTE,BAYTEX ENERGY CORP,"The ticker 'BTE' matches the name 'Baytex Energy Corp.' exactly and is listed on the NYSE, which is a larger exchange compared to the others.",2025-02-09 12:09:11.616463
2018-10-15,tharp05,FNAC.PA,FNAC.PA,Fnac Darty SA,FNAC.PA matches the company name 'Fnac Darty SA' directly and is listed on the largest exchange (Euronext Paris) for this company.,2025-02-09 12:09:11.616463
2018-10-11,vfm343,CARERATING.NS,CARERATING.NS,CARE Ratings Limited,"The ticker CARERATING.NS matches the company name 'CARE Ratings Limited' and is listed on the National Stock Exchange of India (NSI), which is a larger exchange compared to the Bombay Stock Exchange (BSE) where CARERATING.BO is listed.",2025-02-09 12:09:11.616463
2018-10-11,Goodwill Hunting,CVTI,CVTI,COVENANT TRANSPORTATION GRP,"The provided ticker CVTI corresponds to Covenant Transportation Group, which is identified with this ticker on the appropriate stock exchange.",2025-02-09 12:09:11.616463
2018-10-09,avalon216,SDSD.OL,SDSD.OL,Standard Drilling,"The only result corresponds to a different exchange and does not match the name or ticker of 'Standard Drilling'. As the company matches the original ticker S106 based on the listing authority and trading environment, it remains the best fit.",2025-02-09 12:09:11.616463
2018-10-08,mpk391,T1TA.F,T1TA.F,Texhong Textile,"The ticker T1TA.F corresponds with Texhong Textile Group Ltd listed on the Frankfurt Stock Exchange (FRA), which is the only matching result provided. Therefore, it is the best matching ticker.",2025-02-09 12:09:11.616463
2018-10-08,azia1621,RBREW.CO,RBREW.CO,Royal Unibrew A/S,"The ticker symbol 'RBREW.CO' directly matches the company name 'Royal Unibrew A/S' and is listed on the Copenhagen exchange (CPH), which is the primary market for this company.",2025-02-09 12:09:11.616463
2018-10-03,HTC2012,EFN.TO,EFN.TO,ELEMENT FLEET MANAGEMENT,"EFN.TO is the original ticker symbol for Element Fleet Management Corp, listed on the Toronto Stock Exchange (TOR). Among the results, it is the most relevant and recognized symbol for this company.",2025-02-09 12:09:11.616463
2018-10-03,jim211,MNCN.JK,MNCN.JK,Media Nusantara Citra,"The ticker 'MNCN.JK' directly matches the company name 'Media Nusantara Citra' and is listed on the Jakarta Stock Exchange (JKT), which is the largest exchange among the options.",2025-02-09 12:09:11.616463
2018-10-02,repetek827,LCA,LCA,LANDCADIA HOLDINGS INC,"LANDCADIA HOLDINGS INC corresponds to the ticker LCA, which has been associated with the company.",2025-02-09 12:09:11.616463
2018-10-01,mimval,INLOT.AT,INLOT.AT,Intralot S.A.,"INLOT.AT is the direct ticker for Intralot S.A. on the Athens Exchange, which is the primary exchange for this company, making it the best match.",2025-02-09 12:09:11.616463
2018-09-28,CJAD,RLGY,RLGY,REALOGY HOLDINGS CORP,"The company name 'REALOGY HOLDINGS CORP' matches the ticker 'RLGY', indicating that it is the correct matching ticker.",2025-02-09 12:09:11.616463
2018-09-28,O6I,700:HK,700:HK,TENCENT HOLDINGS LTD,"The best matching ticker for 'TENCENT HOLDINGS LTD' is '700:HK', which corresponds to its primary listing on the Hong Kong Stock Exchange (HKEX). The other options listed are for different European exchanges, while '700:HK' is the most recognized and relevant ticker for this company.",2025-02-09 12:09:11.616463
2018-09-28,TodTap,EMA.TO,EMA.TO,EMERA INC,"Emera Incorporated (EMA.TO) is the primary ticker for the company, and it matches the name perfectly. Other tickers listed are variants or preferred shares of the same company, but EMA.TO is the main listing on the Toronto Exchange.",2025-02-09 12:09:11.616463
2018-09-25,zach721,RBL.AX,RBL.AX,Redbubble,"Redbubble is an Australian e-commerce company known for its online marketplace. The ticker 'RBL.AX' corresponds to the ASX (Australian Securities Exchange), which is the appropriate exchange for an Australian company.",2025-02-09 12:09:11.616463
2018-09-24,todd1123,PYYX,PYYX,PYXUS INTERNATIONAL INC,"The ticker 'PYYX' matches the company name 'PYXUS INTERNATIONAL INC', and is the only result found, even though it is traded on the Pink Sheets (PNK) exchange.",2025-02-09 12:09:11.616463
2018-09-19,rii136,TTVSY,TTVSY,Totvs SA,"The ticker TTVSY matches the company name 'Totvs SA' and is listed on the Pink Sheets (PNK) exchange, which is an option available for this company.",2025-02-09 12:09:11.616463
2018-09-18,regency435,GSHT,GSHT,Verra Mobility Corporation (Gores Holdings II),"The provided information shows the company name 'Verra Mobility Corporation (Gores Holdings II)' and the ticker 'GSHT'. Since no contrary information or alternative matches have been presented, GSHT is the best matching ticker.",2025-02-09 12:09:11.616463
2018-09-17,perea,MHPC.IL,MHPC.IL,MHP,"MHP SE (MHPC.IL) is the exact match for the provided company name 'MHP', and it is on the IOB exchange, which is one of the largest exchanges available in the results.",2025-02-09 12:09:11.616463
2018-09-17,perea,LOGN3.SA,LOGN3.SA,Log-In Logistica,"The ticker LOGN3.SA corresponds directly to the company name 'Log-In Logistica', indicating it is listed on the Brazilian stock exchange B3.",2025-02-09 12:09:11.616463
2018-09-14,ACap,CBIO,CBIO,CATALYST BIOSCIENCES INC,"The provided ticker 'CBIO' directly corresponds with the company name 'CATALYST BIOSCIENCES INC', indicating that this is the best match. Additionally, it is listed on a significant exchange.",2025-02-09 12:09:11.616463
2018-09-11,Chandragupta,MRD.TO,MRD.TO,MELCOR DEVELOPMENT LTD,"The ticker 'MRD.TO' matches the company name 'Melcor Development Ltd.' and is listed on the Toronto Stock Exchange, which is the largest exchange among the available options.",2025-02-09 12:09:11.616463
2018-09-10,JSTC,NYSE:WH,NYSE:WH,WYNDHAM HOTELS & RESRTS,The company name 'WYNDHAM HOTELS & RESRTS' corresponds directly with the ticker 'NYSE:WH' which is the correct symbol for Wyndham Hotels & Resorts.,2025-02-09 12:09:11.616463
2018-09-09,phn19,DNA.LN,DNA.LN,Doric Nimrod Air One,"The ticker DNA.LN is associated with Doric Nimrod Air One, a company that was listed on the London Stock Exchange (LSE). There is no indication that the company has been privatized, so I've selected this ticker as the best match.",2025-02-09 12:09:11.616463
2018-09-09,Jumpman23,ATH-PA,ATH-PA,ATHENE HOLDING LTD,"ATH-PA is the original ticker for Athene Holding Ltd. and is the most relevant match based on the provided results, indicating that it's the proper shelf for the company.",2025-02-09 12:09:11.616463
2018-09-09,riskintolerance,FB,FB,FACEBOOK INC,"Facebook Inc is commonly recognized by its ticker symbol FB, which is listed on the NASDAQ and is the largest exchange available for this ticker.",2025-02-09 12:09:11.616463
2018-09-08,skimmer610,ATTOF,ATTOF,ATENTO SA,The ticker 'ATTOF' directly matches the company name 'Atento S.A.' and is listed under the OEM exchange.,2025-02-09 12:09:11.616463
2018-09-07,jwilliam903,SBNY,SBNY,SIGNATURE BANK/NY,"The ticker 'SBNY' corresponds to Signature Bank, which was a publicly traded company until its closure in March 2023. Since no matching results are found that imply it is still publicly traded, and it is not a private company anymore after the closure, the best available option is to return 'PRIVATE'.",2025-02-09 12:09:11.616463
2018-09-06,Wrangler,6MB0.MU,6MB0.BE,Metro Bank PLC,"All provided tickers reference Metro Bank PLC. The best matching ticker, '6MB0.BE', is selected as it is on the Berlin Exchange which is larger than the Munich Exchange where '6MB0.MU' is listed.",2025-02-09 12:09:11.616463
2018-09-06,skca74,0GB5.L,0GB5.L,Nilorngruppen,The ticker 0GB5.L corresponds to Nilörngruppen AB on the London Stock Exchange (LSE) and is the best match due to its direct correlation with the provided company name.,2025-02-09 12:09:11.616463
2018-09-06,skca74,HCITY.MX,HCITY.MX,Hoteles City Express,"HCITY.MX is the main ticker symbol for Hoteles City Express, S.A.B. de C.V. on the MEX exchange. The other symbol HOCXF represents the same company on the OEM exchange, but MEX is a larger exchange.",2025-02-09 12:09:11.616463
2018-09-04,Hamilton1757,AC.TO,AC.TO,AIR CANADA,"AC.TO directly matches the company name 'AIR CANADA' with the proper exchange being TOR, which is the largest exchange among the options provided.",2025-02-09 12:09:11.616463
2018-09-04,crestone,HTZ,HTZ,HERTZ GLOBAL HOLDINGS INC (HTZ),"HERTZ GLOBAL HOLDINGS INC is publicly traded under the ticker HTZ, which is the correct and best match.",2025-02-09 12:09:11.616463
2018-09-02,eigenvalue,H02.SI,H02.SI,Haw Par,"The company 'Haw Par' directly matches with the ticker 'H02.SI', which is listed on the Singapore Exchange (SES) and is the primary exchange for this company.",2025-02-09 12:09:11.616463
2018-08-31,maggie1002,HMTV,HMTV,HEMISPHERE MEDIA GROUP INC,"The ticker 'HMTV' corresponds directly to 'HEMISPHERE MEDIA GROUP INC', indicating that this is indeed the best match for the company.",2025-02-09 12:09:11.616463
2018-08-31,trev62,DIAMONDYD.NS,DIAMONDYD.NS,Prataap Snacks,"DIAMONDYD.NS is listed on the National Stock Exchange of India (NSI), which is a larger exchange compared to the Bombay Stock Exchange (BSE) where DIAMONDYD.BO is listed. Both tickers refer to the same company, Prataap Snacks Limited, but the NSI listing is prioritized.",2025-02-09 12:09:11.616463
2018-08-31,trev62,REE.VN,REE.VN,Refrigeration Electrical Engineering,"The ticker REE.VN matches the company name 'Refrigeration Electrical Engineering Corporation' exactly, and it is listed on the Vietnam Stock Exchange (VSE), which is the relevant exchange for this company.",2025-02-09 12:09:11.616463
2018-08-30,Barong,0RI3.L,0RI3.L,Pareto Bank,"0RI3.L is the ticker symbol corresponding to Pareto Bank ASA on the London Stock Exchange (LSE), which is a prominent exchange.",2025-02-09 12:09:11.616463
2018-08-29,treetop333,ALFA.L,ALFA.L,Alfa Financial Software Holdings,"ALFA.L is the ticker listed on the London Stock Exchange (LSE), which is the largest exchange among the available options for Alfa Financial Software Holdings PLC. The other tickers refer to the same company on smaller exchanges.",2025-02-09 12:09:11.616463
2018-08-28,edasc50,1949.T,1949.T,Sumitomo Densetsu,"The ticker '1949.T' corresponds to Sumitomo Densetsu Co.,Ltd. on the JPX exchange, which is a larger exchange compared to the FRA exchange for the alternative ticker 'AQ6.F'. Therefore, '1949.T' is selected as the best match.",2025-02-09 12:09:11.616463
2018-08-24,TallGuy,HIBB,HIBB,HIBBETT SPORTS INC,"HIBBETT SPORTS INC corresponds directly to the ticker HIBB, which is listed on the NASDAQ exchange, making it the best match.",2025-02-09 12:09:11.616463
2018-08-21,zach721,LOV,LOV,SPARK NETWORKS SE,"SPARK NETWORKS SE is listed under the ticker LOV, which corresponds to its public listing. Therefore, LOV is the best matching ticker.",2025-02-09 12:09:11.616463
2018-08-21,JSTC,HMHC,HMHC,HOUGHTON MIFFLIN HARCOURT CO,Houghton Mifflin Harcourt Co is publicly traded under the ticker symbol HMHC.,2025-02-09 12:09:11.616463
2018-08-17,timp9990,SYCRF,SYCRF_UNKNOWN,SYNCORA HOLDINGS LTD,No results appear to match for SYNCORA HOLDINGS LTD.,2025-02-09 12:09:11.616463
2018-08-16,honeycreek,DTC.JO,DTC.JO,Datatec,"DTC.JO directly matches the provided ticker for Datatec, which is listed on the Johannesburg Stock Exchange (JNB), making it the most relevant and largest exchange option.",2025-02-09 12:09:11.616463
2018-08-15,hbomb5,BVXP.L,BVXP.L,Bioventix,"The ticker BVXP.L corresponds to Bioventix PLC and is listed on the London Stock Exchange (LSE), which is the largest exchange available compared to other options.",2025-02-09 12:09:11.616463
2018-08-15,LimitedDownside,HCHC,HCHC,HC2 HOLDINGS INC,"HC2 HOLDINGS INC corresponds directly to the ticker HCHC, which is confirmed to be associated with this company.",2025-02-09 12:09:11.616463
2018-08-14,twentyfour7,GPIV33.SA,GPIV33.SA,GP Investments,"The ticker GPIV33.SA directly matches the company name 'GP Investments'. It is the most relevant option as it represents GP Investments, Ltd. on the SAO exchange.",2025-02-09 12:09:11.616463
2018-08-13,puppyeh,DBD,DBD,DIEBOLD NIXDORF INC,"The best matching ticker for Diebold Nixdorf Inc is DBD, which corresponds to Diebold Nixdorf, Incorporated listed on the NYSE (NYQ), the largest exchange available.",2025-02-09 12:09:11.616463
2018-08-10,ad17,AMR,AMR,Alta Mesa,"The best matching ticker is AMR, which corresponds to Alpha Metallurgical Resources, Inc. This ticker perfectly matches the provided ticker and is listed on the NYSE (largest exchange available).",2025-02-09 12:09:11.616463
2018-08-09,valueinvestor03,TWNKW,TWNKW,HOSTESS BRANDS INC,"The provided ticker 'TWNKW' corresponds to Hostess Brands Inc, which is the correct match for the company's name.",2025-02-09 12:09:11.616463
2018-08-09,spike945,ELIOR.PA,ELIOR.PA,Elior Group SA,"ELIOR.PA is a direct match with the company name 'Elior Group SA' and is listed on the Paris exchange, which is one of the largest exchanges in Europe.",2025-02-09 12:09:11.616463
2018-08-09,IdeaLogue,PAH,PAH,Platform Specialty Products,"Platform Specialty Products is publicly traded under the ticker PAH, and this matches the provided information. Therefore, PAH is the best matching ticker.",2025-02-09 12:09:11.616463
2018-08-07,packback2016,GSVC,GSVC_UNKNOWN,GSV CAPITAL CORP,"No results appear to match for 'GSV CAPITAL CORP' with ticker 'GSVC', hence returning GSVC_UNKNOWN.",2025-02-09 12:09:11.616463
2018-08-07,andreas947,TMMG,TMMG_UNKNOWN,The Mission Marketing Group plc,No results appeared to match for 'The Mission Marketing Group plc'.,2025-02-09 12:09:11.616463
2018-08-06,ima,GSKY,GSKY,GREENSKY INC,"The ticker 'GSKY' corresponds to Greensky Inc, a company known for providing technology-enabled consumer financing solutions.",2025-02-09 12:09:11.616463
2018-08-06,Manchu,WYND,WYND,WYNDHAM DESTINATIONS INC,"The company WYNDHAM DESTINATIONS INC corresponds directly to the ticker symbol WYND, indicating a strong match.",2025-02-09 12:09:11.616463
2018-08-06,marwari25,600900.CH,600900.SS,China Yangtze Power,"The ticker '600900.SS' represents China Yangtze Power Co., Ltd. on the Shanghai Stock Exchange (SHH), which is the largest exchange available in the provided results. The original ticker '600900.CH' suggests it's listed in China, and '600900.SS' matches both the company name and the locale.",2025-02-09 12:09:11.616463
2018-08-06,marwari25,0693,T15.SI,Tan Chong International,"The ticker T15.SI represents Tan Chong International Limited, closely matching the provided company name 'Tan Chong International'. Despite the company being listed on the Singapore Exchange (SES), it is the best match for the information provided.",2025-02-09 12:09:11.616463
2018-08-05,helopilot,OSPR,OSPR_UNKNOWN,OSPREY ENERGY ACQ CORP,No results appear to match the company 'OSPREY ENERGY ACQ CORP' with the ticker 'OSPR'.,2025-02-09 12:09:11.616463
2018-08-03,veki282,FP,CA.PA,CARREFOUR SA,"The ticker symbol 'CA.PA' represents Carrefour SA listed on the Paris exchange (PAR), which is the largest exchange available among the options provided.",2025-02-09 12:09:11.616463
2018-08-03,edward965,TIS,TIS,ORCHIDS PAPER PRODUCTS,"The ticker 'TIS' is associated with Orchids Paper Products, which is a manufacturer of paper products. Though it's important to confirm whether the company is currently public or may have been privatized.",2025-02-09 12:09:11.616463
2018-08-02,leob710,BIG,BIGGQ,"Big Lots, Inc.","The best matching ticker is 'BIGGQ', which corresponds to 'Big Lots, Inc.' on the Pink Sheets exchange. Although it is on a less prominent exchange than the NYSE or NASDAQ, it is the only relevant match found for the given company name.",2025-02-09 12:09:11.616463
2018-07-31,shteinb,SBBP,SBBP,Strongbridge,"The provided ticker 'SBBP' corresponds directly to Strongbridge Biopharma PLC, which is publicly traded. As there are no conflicting results, 'SBBP' is selected.",2025-02-09 12:09:11.616463
2018-07-31,Dr1004,DRT.,DRT.TO,DIRTT ENVIRONMENTL SOLUTIONS,"'DRT.TO' is directly associated with 'DIRTT Environmental Solutions Ltd.' and is listed on the Toronto Stock Exchange (TOR), which is the largest exchange available in the results.",2025-02-09 12:09:11.616463
2018-07-31,MSLM28,IOTS,IOTS,Adesto Technologies,"Adesto Technologies has been acquired by Dialog Semiconductor and is no longer publicly traded under the ticker IOTS, thus it is categorized as 'PRIVATE'.",2025-02-09 12:09:11.616463
2018-07-30,Siren81,PL,PL_UNKNOWN,Pinnacle Renewable Holdings,No results found matching 'Pinnacle Renewable Holdings' with the ticker 'PL'.,2025-02-09 12:09:11.616463
2018-07-29,BJG,USAT,USAT,USA TECHNOLOGIES INC,"The provided ticker 'USAT' corresponds directly to 'USA TECHNOLOGIES INC', indicating it is a public company on an exchange.",2025-02-09 12:09:11.616463
2018-07-28,BJG,OPNT,OPNT,OPIANT PHARMACEUTICALS INC,"The provided ticker 'OPNT' corresponds directly to Opiant Pharmaceuticals Inc, indicating that it is a publicly traded company on the largest available exchange.",2025-02-09 12:09:11.616463
2018-07-27,miser861,000660,000660.KS,SK Hynix,"The ticker 000660.KS corresponds to SK Hynix Inc. listed on the KSC, which is the largest exchange among the results provided.",2025-02-09 12:09:11.616463
2018-07-27,Sammy15,IEA,IEA,Infrastructure and Energy Alternatives Inc.,"The company name 'Infrastructure and Energy Alternatives Inc.' corresponds directly with the ticker 'IEA', which is known to be associated with this publicly traded entity.",2025-02-09 12:09:11.616463
2018-07-27,value_31,US,PCG,PG&E CORPORATION,"The ticker symbol 'PCG' is directly associated with 'PG&E Corporation' and is listed on the NYSE, which is the largest exchange among the options provided.",2025-02-09 12:09:11.616463
2018-07-26,Den1200,FELP,FELP_UNKNOWN,FORESIGHT ENERGY LP,No results appeared to match the company 'FORESIGHT ENERGY LP' with ticker 'FELP'.,2025-02-09 12:09:11.616463
2018-07-25,Sasquatch,HBM,HBM,HUDBAY MINERALS INC,The best matching ticker for 'HUDBAY MINERALS INC' is 'HBM' listed on the NYQ exchange. This is the primary ticker symbol for the company.,2025-02-09 12:09:11.616463
2018-07-25,of21,LORL,LORL,LORAL SPACE & COMMUNICATIONS,"LORL is the historical ticker symbol for Loral Space & Communications, which is known for its operations in satellite communications and related technologies.",2025-02-09 12:09:11.616463
2018-07-25,puppyeh,7550.T,7550.T,Zensho Holdings,"The ticker '7550.T' directly corresponds to Zensho Holdings Co., Ltd. listed on the JPX (Japan Exchange), which is the largest exchange available in this context.",2025-02-09 12:09:11.616463
2018-07-24,Houdini,TPNL,TPNL,3PEA International Inc.,Loaded result shows '3PEA International Inc.' with the ticker symbol 'TPNL' making this a perfect match.,2025-02-09 12:09:11.616463
2018-07-24,unbiasedobserver,300751.SZ,300751.SZ,Maxwell Technologies,"The ticker 300751.SZ directly corresponds to Suzhou Maxwell Technologies Co., Ltd., which is the exact match for the company 'Maxwell Technologies'. This is the largest available exchange for this company.",2025-02-09 12:09:11.616463
2018-07-23,casper719,TPIV,TPIV,TAPIMMUNE INC,"The ticker 'TPIV' matches the company name 'TAPIMMUNE INC', and there are no indications that the company has been privatized based on available data.",2025-02-09 12:09:11.616463
2018-07-23,JSTC,ETM,ETM,ENTERCOM COMMUNICATIONS CORP,"ENTERCOM COMMUNICATIONS CORP corresponds to the ticker ETM, and it is listed on a major exchange.",2025-02-09 12:09:11.616463
2018-07-23,Kruger,IDSY,IDSY,ID Systems,ID Systems is known to trade under the ticker symbol IDSY and is listed on the largest exchange available that matches.,2025-02-09 12:09:11.616463
2018-07-23,LuckyDog,EVBG,EVBG,"Everbridge, Inc.","The company 'Everbridge, Inc.' matches the ticker 'EVBG', which has not been listed in the provided results. Since no private or matching options were available, 'EVBG_UNKNOWN' is the appropriate choice.",2025-02-09 12:09:11.616463
